PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30641243","A Population-Based Study of Palliative Radiation Therapy for Bone Metastases in Patients Dying of Prostate Cancer","Cho CJ, Sunderland K, Pickles T, Bachand F, Chi KN, Tyldesley S.","Pract Radiat Oncol. 2019 May;9(3):e274-e282. doi: 10.1016/j.prro.2019.01.002. Epub 2019 Jan 11.","Cho CJ","Pract Radiat Oncol","2019","2019/01/15","","","10.1016/j.prro.2019.01.002"
"32229073","The addition of interstitial needles to intracavitary applicators in the treatment of locally advanced cervical cancer: Why is this important and how to implement in low- and middle-income countries?","Lombe D, Crook J, Bachand F, Moore J, Hamm J, Rose T, Anderson D, Batchelar D.","Brachytherapy. 2020 May-Jun;19(3):316-322. doi: 10.1016/j.brachy.2020.02.004. Epub 2020 Mar 28.","Lombe D","Brachytherapy","2020","2020/04/02","","","10.1016/j.brachy.2020.02.004"
"24958556","Ultrasound-planned high-dose-rate prostate brachytherapy: dose painting to the dominant intraprostatic lesion","Crook J, Ots A, Gaztañaga M, Schmid M, Araujo C, Hilts M, Batchelar D, Parker B, Bachand F, Milette MP.","Brachytherapy. 2014 Sep-Oct;13(5):433-41. doi: 10.1016/j.brachy.2014.05.006. Epub 2014 Jun 20.","Crook J","Brachytherapy","2014","2014/06/25","","","10.1016/j.brachy.2014.05.006"
"23166521","Polyadenylation-dependent control of long noncoding RNA expression by the poly(A)-binding protein nuclear 1","Beaulieu YB, Kleinman CL, Landry-Voyer AM, Majewski J, Bachand F.","PLoS Genet. 2012;8(11):e1003078. doi: 10.1371/journal.pgen.1003078. Epub 2012 Nov 15.","Beaulieu YB","PLoS Genet","2012","2012/11/21","PMC3499365","","10.1371/journal.pgen.1003078"
"27697862","Human PDCD2L Is an Export Substrate of CRM1 That Associates with 40S Ribosomal Subunit Precursors","Landry-Voyer AM, Bilodeau S, Bergeron D, Dionne KL, Port SA, Rouleau C, Boisvert FM, Kehlenbach RH, Bachand F.","Mol Cell Biol. 2016 Nov 28;36(24):3019-3032. doi: 10.1128/MCB.00303-16. Print 2016 Dec 15.","Landry-Voyer AM","Mol Cell Biol","2016","2016/10/05","PMC5126290","","10.1128/MCB.00303-16"
"21981922","A Pre-mRNA degradation pathway that selectively targets intron-containing genes requires the nuclear poly(A)-binding protein","Lemieux C, Marguerat S, Lafontaine J, Barbezier N, Bähler J, Bachand F.","Mol Cell. 2011 Oct 7;44(1):108-19. doi: 10.1016/j.molcel.2011.06.035.","Lemieux C","Mol Cell","2011","2011/10/11","","","10.1016/j.molcel.2011.06.035"
"20129053","The nuclear poly(A)-binding protein interacts with the exosome to promote synthesis of noncoding small nucleolar RNAs","Lemay JF, D'Amours A, Lemieux C, Lackner DH, St-Sauveur VG, Bähler J, Bachand F.","Mol Cell. 2010 Jan 15;37(1):34-45. doi: 10.1016/j.molcel.2009.12.019.","Lemay JF","Mol Cell","2010","2010/02/05","","","10.1016/j.molcel.2009.12.019"
"20622014","Negative regulation of meiotic gene expression by the nuclear poly(a)-binding protein in fission yeast","St-André O, Lemieux C, Perreault A, Lackner DH, Bähler J, Bachand F.","J Biol Chem. 2010 Sep 3;285(36):27859-68. doi: 10.1074/jbc.M110.150748. Epub 2010 Jul 9.","St-André O","J Biol Chem","2010","2010/07/13","PMC2934653","","10.1074/jbc.M110.150748"
"18820293","Nuclear export competence of pre-40S subunits in fission yeast requires the ribosomal protein Rps2","Perreault A, Bellemer C, Bachand F.","Nucleic Acids Res. 2008 Nov;36(19):6132-42. doi: 10.1093/nar/gkn625. Epub 2008 Sep 27.","Perreault A","Nucleic Acids Res","2008","2008/09/30","PMC2577348","","10.1093/nar/gkn625"
"16478994","Autoregulation of ribosome biosynthesis by a translational response in fission yeast","Bachand F, Lackner DH, Bähler J, Silver PA.","Mol Cell Biol. 2006 Mar;26(5):1731-42. doi: 10.1128/MCB.26.5.1731-1742.2006.","Bachand F","Mol Cell Biol","2006","2006/02/16","PMC1430238","","10.1128/MCB.26.5.1731-1742.2006"
"22965128","The THO complex cooperates with the nuclear RNA surveillance machinery to control small nucleolar RNA expression","Larochelle M, Lemay JF, Bachand F.","Nucleic Acids Res. 2012 Nov 1;40(20):10240-53. doi: 10.1093/nar/gks838. Epub 2012 Sep 10.","Larochelle M","Nucleic Acids Res","2012","2012/09/12","PMC3488260","","10.1093/nar/gks838"
"30530495","The 40S ribosomal protein uS5 (RPS2) assembles into an extraribosomal complex with human ZNF277 that competes with the PRMT3-uS5 interaction","Dionne KL, Bergeron D, Landry-Voyer AM, Bachand F.","J Biol Chem. 2019 Feb 8;294(6):1944-1955. doi: 10.1074/jbc.RA118.004928. Epub 2018 Dec 10.","Dionne KL","J Biol Chem","2019","2018/12/12","PMC6369276","","10.1074/jbc.RA118.004928"
"28007890","Multiple Transcriptional and Post-transcriptional Pathways Collaborate to Control Sense and Antisense RNAs of Tf2 Retroelements in Fission Yeast","Mallet PL, Larochelle M, Bachand F.","Genetics. 2017 Feb;205(2):621-632. doi: 10.1534/genetics.116.193870. Epub 2016 Dec 22.","Mallet PL","Genetics","2017","2016/12/24","PMC5289841","","10.1534/genetics.116.193870"
"24081329","Poly(A) tail-mediated gene regulation by opposing roles of Nab2 and Pab2 nuclear poly(A)-binding proteins in pre-mRNA decay","Grenier St-Sauveur V, Soucek S, Corbett AH, Bachand F.","Mol Cell Biol. 2013 Dec;33(23):4718-31. doi: 10.1128/MCB.00887-13. Epub 2013 Sep 30.","Grenier St-Sauveur V","Mol Cell Biol","2013","2013/10/02","PMC3838004","","10.1128/MCB.00887-13"
"31230941","MRI-based interstitial brachytherapy for vaginal tumors: A multi-institutional study on practice patterns, contouring, and consensus definitions of target volumes","Leung E, D'Souza D, Bachand F, Han K, Alfieri J, Huang F, Vigneault E, Barkati M, Wiebe EM, Foster W, Fortin I, Velker V, Bowes D, Barnes E, Patil N, Banerjee R, Barbera L, Ravi A.","Brachytherapy. 2019 Sep-Oct;18(5):598-605. doi: 10.1016/j.brachy.2019.05.007. Epub 2019 Jun 21.","Leung E","Brachytherapy","2019","2019/06/25","","","10.1016/j.brachy.2019.05.007"
"15047858","Humanized telomeres and an attempt to express a functional human telomerase in yeast","Bah A, Bachand F, Clair E, Autexier C, Wellinger RJ.","Nucleic Acids Res. 2004 Mar 26;32(6):1917-27. doi: 10.1093/nar/gkh511. Print 2004.","Bah A","Nucleic Acids Res","2004","2004/03/30","PMC390362","","10.1093/nar/gkh511"
"17213188","Regulation of the nuclear poly(A)-binding protein by arginine methylation in fission yeast","Perreault A, Lemieux C, Bachand F.","J Biol Chem. 2007 Mar 9;282(10):7552-62. doi: 10.1074/jbc.M610512200. Epub 2007 Jan 9.","Perreault A","J Biol Chem","2007","2007/01/11","","","10.1074/jbc.M610512200"
"15314027","Arginine methyltransferase affects interactions and recruitment of mRNA processing and export factors","Yu MC, Bachand F, McBride AE, Komili S, Casolari JM, Silver PA.","Genes Dev. 2004 Aug 15;18(16):2024-35. doi: 10.1101/gad.1223204.","Yu MC","Genes Dev","2004","2004/08/18","PMC514182","","10.1101/gad.1223204"
"18606828","Schizosaccharomyces pombe Noc3 is essential for ribosome biogenesis and cell division but not DNA replication","Houchens CR, Perreault A, Bachand F, Kelly TJ.","Eukaryot Cell. 2008 Sep;7(9):1433-40. doi: 10.1128/EC.00119-08. Epub 2008 Jul 7.","Houchens CR","Eukaryot Cell","2008","2008/07/09","PMC2547064","","10.1128/EC.00119-08"
"15175657","PRMT3 is a ribosomal protein methyltransferase that affects the cellular levels of ribosomal subunits","Bachand F, Silver PA.","EMBO J. 2004 Jul 7;23(13):2641-50. doi: 10.1038/sj.emboj.7600265. Epub 2004 Jun 3.","Bachand F","EMBO J","2004","2004/06/04","PMC449775","","10.1038/sj.emboj.7600265"
"29382449","A population-based study of the use of radium 223 in metastatic castration-resistant prostate cancer: Factors associated with treatment completion","Parimi S, Tsang E, Alexander A, Mckenzie M, Bachand F, Sunderland K, Chi KN, Aparicio M, Worsley D, Tyldesley S.","Can Urol Assoc J. 2017 Oct;11(10):350-355. doi: 10.5489/cuaj.4415.","Parimi S","Can Urol Assoc J","2017","2018/02/01","PMC5963449","","10.5489/cuaj.4415"
"19336419","Cotranscriptional recruitment of the nuclear poly(A)-binding protein Pab2 to nascent transcripts and association with translating mRNPs","Lemieux C, Bachand F.","Nucleic Acids Res. 2009 Jun;37(10):3418-30. doi: 10.1093/nar/gkp207. Epub 2009 Mar 31.","Lemieux C","Nucleic Acids Res","2009","2009/04/02","PMC2691841","","10.1093/nar/gkp207"
"12221125","The product of the survival of motor neuron (SMN) gene is a human telomerase-associated protein","Bachand F, Boisvert FM, Côté J, Richard S, Autexier C.","Mol Biol Cell. 2002 Sep;13(9):3192-202. doi: 10.1091/mbc.e02-04-0216.","Bachand F","Mol Biol Cell","2002","2002/09/11","PMC124152","","10.1091/mbc.e02-04-0216"
"26623208","Grade 3 Radiation Recall Sigmoiditis after Treatment for Locally Advanced Cervical Cancer: A Case Report","Tetreault-Laflamme A, Bachand F.","Cureus. 2015 Oct 15;7(10):e353. doi: 10.7759/cureus.353.","Tetreault-Laflamme A","Cureus","2015","2015/12/02","PMC4652921","","10.7759/cureus.353"
"12486110","Symmetrical dimethylarginine methylation is required for the localization of SMN in Cajal bodies and pre-mRNA splicing","Boisvert FM, Cote J, Boulanger MC, Cleroux P, Bachand F, Autexier C, Richard S.","J Cell Biol. 2002 Dec 23;159(6):957-69. doi: 10.1083/jcb.200207028. Epub 2002 Dec 16.","Boisvert FM","J Cell Biol","2002","2002/12/18","PMC2173973","","10.1083/jcb.200207028"
"23279110","A proline-tyrosine nuclear localization signal (PY-NLS) is required for the nuclear import of fission yeast PAB2, but not of human PABPN1","Mallet PL, Bachand F.","Traffic. 2013 Mar;14(3):282-94. doi: 10.1111/tra.12036. Epub 2013 Jan 25.","Mallet PL","Traffic","2013","2013/01/03","","","10.1111/tra.12036"
"26876955","Health-Related Quality of Life in Locally Advanced Cervical Cancer Patients After Definitive Chemoradiation Therapy Including Image Guided Adaptive Brachytherapy: An Analysis From the EMBRACE Study","Kirchheiner K, Pötter R, Tanderup K, Lindegaard JC, Haie-Meder C, Petrič P, Mahantshetty U, Jürgenliemk-Schulz IM, Rai B, Cooper R, Dörr W, Nout RA; EMBRACE Collaborative Group.","Int J Radiat Oncol Biol Phys. 2016 Apr 1;94(5):1088-98. doi: 10.1016/j.ijrobp.2015.12.363. Epub 2015 Dec 29.","Kirchheiner K","Int J Radiat Oncol Biol Phys","2016","2016/02/16","","","10.1016/j.ijrobp.2015.12.363"
"36754576","PABPN1 prevents the nuclear export of an unspliced RNA with a constitutive transport element and controls human gene expression via intron retention","Kwiatek L, Landry-Voyer AM, Latour M, Yague-Sanz C, Bachand F.","RNA. 2023 Feb 8:rna.079294.122. doi: 10.1261/rna.079294.122. Online ahead of print.","Kwiatek L","RNA","2023","2023/02/08","","","10.1261/rna.079294.122"
"18963537","An eight-year experience of HDR brachytherapy boost for localized prostate cancer: biopsy and PSA outcome","Bachand F, Martin AG, Beaulieu L, Harel F, Vigneault E.","Int J Radiat Oncol Biol Phys. 2009 Mar 1;73(3):679-84. doi: 10.1016/j.ijrobp.2008.05.003. Epub 2008 Oct 27.","Bachand F","Int J Radiat Oncol Biol Phys","2009","2008/10/31","","","10.1016/j.ijrobp.2008.05.003"
