PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36559151","Optimisation of a High-Throughput Model for Mucus Permeation and Nanoparticle Discrimination Using Biosimilar Mucus","Wright L, Barnes TJ, Joyce P, Prestidge CA.","Pharmaceutics. 2022 Nov 30;14(12):2659. doi: 10.3390/pharmaceutics14122659.","Wright L","Pharmaceutics","2022","2022/12/23","PMC9782027","","10.3390/pharmaceutics14122659"
"28709927","Determining the distribution of fitness effects using a generalized Beta-Burr distribution","Joyce P, Abdo Z.","Theor Popul Biol. 2018 Jul;122:88-96. doi: 10.1016/j.tpb.2017.07.001. Epub 2017 Jul 12.","Joyce P","Theor Popul Biol","2018","2017/07/16","","","10.1016/j.tpb.2017.07.001"
"35644068","Liquid crystalline lipid nanoparticle promotes the photodynamic activity of gallium protoporphyrin against S. aureus biofilms","Awad M, Barnes TJ, Joyce P, Thomas N, Prestidge CA.","J Photochem Photobiol B. 2022 Jul;232:112474. doi: 10.1016/j.jphotobiol.2022.112474. Epub 2022 May 18.","Awad M","J Photochem Photobiol B","2022","2022/06/01","","","10.1016/j.jphotobiol.2022.112474"
"23118431","As it happens: current directions in experimental evolution","Bataillon T, Joyce P, Sniegowski P.","Biol Lett. 2013 Feb 23;9(1):20120945. doi: 10.1098/rsbl.2012.0945. Epub 2012 Oct 31.","Bataillon T","Biol Lett","2013","2012/11/03","PMC3565513","","10.1098/rsbl.2012.0945"
"34403260","Diffusion of Lipid Nanovesicles Bound to a Lipid Membrane Is Associated with the Partial-Slip Boundary Condition","Olsén E, Jõemetsa S, González A, Joyce P, Zhdanov VP, Midtvedt D, Höök F.","Nano Lett. 2021 Oct 13;21(19):8503-8509. doi: 10.1021/acs.nanolett.1c02092. Epub 2021 Aug 17.","Olsén E","Nano Lett","2021","2021/08/17","PMC8517973","","10.1021/acs.nanolett.1c02092"
"35025418","Engineering PLGA-Lipid Hybrid Microparticles for Enhanced Macrophage Uptake","Maghrebi S, Jambhrunkar M, Joyce P, Prestidge CA.","ACS Appl Bio Mater. 2020 Jul 20;3(7):4159-4167. doi: 10.1021/acsabm.0c00251. Epub 2020 Jun 11.","Maghrebi S","ACS Appl Bio Mater","2020","2022/01/13","","","10.1021/acsabm.0c00251"
"30528393","Schizosaccharomyces pombe contains separate CC- and A-adding tRNA nucleotidyltransferases","Reid NE, Ngou JS, Joyce PBM.","Biochem Biophys Res Commun. 2019 Jan 15;508(3):785-790. doi: 10.1016/j.bbrc.2018.11.131. Epub 2018 Dec 6.","Reid NE","Biochem Biophys Res Commun","2019","2018/12/12","","","10.1016/j.bbrc.2018.11.131"
"34534629","Harnessing the potential of nanostructured formulations to mimic the food effect of lurasidone","Meola TR, Joyce P, Wignall A, Bremmell KE, Prestidge CA.","Int J Pharm. 2021 Oct 25;608:121098. doi: 10.1016/j.ijpharm.2021.121098. Epub 2021 Sep 14.","Meola TR","Int J Pharm","2021","2021/09/17","","","10.1016/j.ijpharm.2021.121098"
"36520273","A membrane-free microfluidic approach to mucus permeation for efficient differentiation of mucoadhesive and mucopermeating nanoparticulate systems","Wright L, Wignall A, Jõemetsa S, Joyce P, Prestidge CA.","Drug Deliv Transl Res. 2022 Dec 15. doi: 10.1007/s13346-022-01274-8. Online ahead of print.","Wright L","Drug Deliv Transl Res","2022","2022/12/15","","","10.1007/s13346-022-01274-8"
"18764775","Approximately sufficient statistics and bayesian computation","Joyce P, Marjoram P.","Stat Appl Genet Mol Biol. 2008;7(1):Article26. doi: 10.2202/1544-6115.1389. Epub 2008 Aug 30.","Joyce P","Stat Appl Genet Mol Biol","2008","2008/09/04","","","10.2202/1544-6115.1389"
"36145561","The Anti-Obesity Effect of Porous Silica Is Dependent on Pore Nanostructure, Particle Size, and Surface Chemistry in an In Vitro Digestion Model","Chen J, Hanrahan JP, McGrath J, Courtney MA, Prestidge CA, Joyce P.","Pharmaceutics. 2022 Aug 29;14(9):1813. doi: 10.3390/pharmaceutics14091813.","Chen J","Pharmaceutics","2022","2022/09/23","PMC9502391","","10.3390/pharmaceutics14091813"
"22850060","Estimating the number of one-step beneficial mutations","Wojtowicz AJ, Miller CR, Joyce P.","Stat Appl Genet Mol Biol. 2012 Jul 19;11(4):/j/sagmb.2012.11.issue-4/1544-6115.1788/1544-6115.1788.xml. doi: 10.1515/1544-6115.1788.","Wojtowicz AJ","Stat Appl Genet Mol Biol","2012","2012/08/02","PMC5563373","NIHMS891019","10.1515/1544-6115.1788"
"32236761","Supersaturated-Silica Lipid Hybrids Improve in Vitro Solubilization of Abiraterone Acetate","Schultz HB, Joyce P, Thomas N, Prestidge CA.","Pharm Res. 2020 Mar 31;37(4):77. doi: 10.1007/s11095-020-02795-y.","Schultz HB","Pharm Res","2020","2020/04/03","","","10.1007/s11095-020-02795-y"
"34784462","Mimicking the Gastrointestinal Mucus Barrier: Laboratory-Based Approaches to Facilitate an Enhanced Understanding of Mucus Permeation","Wright L, Joyce P, Barnes TJ, Prestidge CA.","ACS Biomater Sci Eng. 2021 Nov 16. doi: 10.1021/acsbiomaterials.1c00814. Online ahead of print.","Wright L","ACS Biomater Sci Eng","2021","2021/11/16","","","10.1021/acsbiomaterials.1c00814"
"32979363","A Comparison of Chitosan, Mesoporous Silica and Poly(lactic-co-glycolic) Acid Nanocarriers for Optimising Intestinal Uptake of Oral Protein Therapeutics","Wright L, Joyce P, Barnes TJ, Lundmark R, Bergström CAS, Hubert M, Prestidge CA.","J Pharm Sci. 2021 Jan;110(1):217-227. doi: 10.1016/j.xphs.2020.09.026. Epub 2020 Sep 24.","Wright L","J Pharm Sci","2021","2020/09/26","","","10.1016/j.xphs.2020.09.026"
"35300191","The effect of drug ionization on lipid-based formulations for the oral delivery of anti-psychotics","Meola TR, Paxton K, Joyce P, Schultz HB, Prestidge CA.","ADMET DMPK. 2020 Jul 17;8(4):437-451. doi: 10.5599/admet.830. eCollection 2020.","Meola TR","ADMET DMPK","2020","2022/03/18","PMC8915591","","10.5599/admet.830"
"32960068","Influence of Bile Composition on Membrane Incorporation of Transient Permeability Enhancers","Hossain S, Joyce P, Parrow A, Jõemetsa S, Höök F, Larsson P, Bergström CAS.","Mol Pharm. 2020 Nov 2;17(11):4226-4240. doi: 10.1021/acs.molpharmaceut.0c00668. Epub 2020 Oct 8.","Hossain S","Mol Pharm","2020","2020/09/22","PMC7610231","","10.1021/acs.molpharmaceut.0c00668"
"29198859","Selecting among three basic fitness landscape models: Additive, multiplicative and stickbreaking","Miller CR, Van Leuven JT, Wichman HA, Joyce P.","Theor Popul Biol. 2018 Jul;122:97-109. doi: 10.1016/j.tpb.2017.10.006. Epub 2017 Dec 2.","Miller CR","Theor Popul Biol","2018","2017/12/05","PMC5984659","NIHMS918367","10.1016/j.tpb.2017.10.006"
"34379976","Investigation of Self-Emulsifying Drug-Delivery System Interaction with a Biomimetic Membrane under Conditions Relevant to the Small Intestine","Hedge OJ, Höök F, Joyce P, Bergström CAS.","Langmuir. 2021 Aug 24;37(33):10200-10213. doi: 10.1021/acs.langmuir.1c01689. Epub 2021 Aug 11.","Hedge OJ","Langmuir","2021","2021/08/11","PMC8388123","","10.1021/acs.langmuir.1c01689"
"32918160","A safety, tolerability, and pharmacokinetic study of a novel simvastatin silica-lipid hybrid formulation in healthy male participants","Meola TR, Abuhelwa AY, Joyce P, Clifton P, Prestidge CA.","Drug Deliv Transl Res. 2021 Jun;11(3):1261-1272. doi: 10.1007/s13346-020-00853-x. Epub 2020 Sep 11.","Meola TR","Drug Deliv Transl Res","2021","2020/09/12","","","10.1007/s13346-020-00853-x"
"35019518","Contrasting Anti-obesity Effects of Smectite Clays and Mesoporous Silica in Sprague-Dawley Rats","Joyce P, Dening TJ, Meola TR, Wignall A, Ulmefors H, Kovalainen M, Prestidge CA.","ACS Appl Bio Mater. 2020 Nov 16;3(11):7779-7788. doi: 10.1021/acsabm.0c00969. Epub 2020 Nov 5.","Joyce P","ACS Appl Bio Mater","2020","2022/01/12","","","10.1021/acsabm.0c00969"
"18182422","Dual targeting of the tRNA nucleotidyltransferase in plants: not just the signal","von Braun SS, Sabetti A, Hanic-Joyce PJ, Gu J, Schleiff E, Joyce PB.","J Exp Bot. 2007;58(15-16):4083-93. doi: 10.1093/jxb/erm267.","von Braun SS","J Exp Bot","2007","2008/01/10","","","10.1093/jxb/erm267"
"32013379","Poly(lactic-co-glycolic) Acid-Lipid Hybrid Microparticles Enhance the Intracellular Uptake and Antibacterial Activity of Rifampicin","Maghrebi S, Joyce P, Jambhrunkar M, Thomas N, Prestidge CA.","ACS Appl Mater Interfaces. 2020 Feb 19;12(7):8030-8039. doi: 10.1021/acsami.9b22991. Epub 2020 Feb 11.","Maghrebi S","ACS Appl Mater Interfaces","2020","2020/02/05","","","10.1021/acsami.9b22991"
"36630076","Inulin-lipid hybrid (ILH) microparticles promote pH-triggered release of rifampicin within infected macrophages","Maghrebi S, Thomas N, Prestidge CA, Joyce P.","Drug Deliv Transl Res. 2023 Jan 11. doi: 10.1007/s13346-022-01287-3. Online ahead of print.","Maghrebi S","Drug Deliv Transl Res","2023","2023/01/11","","","10.1007/s13346-022-01287-3"
"26181279","Bioactive Hybrid Particles from Poly(D,L-lactide-co-glycolide) Nanoparticle Stabilized Lipid Droplets","Joyce P, Whitby CP, Prestidge CA.","ACS Appl Mater Interfaces. 2015 Aug 12;7(31):17460-70. doi: 10.1021/acsami.5b05068. Epub 2015 Jul 28.","Joyce P","ACS Appl Mater Interfaces","2015","2015/07/17","","","10.1021/acsami.5b05068"
"36226834","Net overboard: Comparing marine eDNA sampling methodologies at sea to unravel marine biodiversity","von Ammon U, Pochon X, Casanovas P, Trochel B, Zirngibl M, Thomas A, Witting J, Joyce P, Zaiko A.","Mol Ecol Resour. 2023 Feb;23(2):440-452. doi: 10.1111/1755-0998.13722. Epub 2022 Oct 27.","von Ammon U","Mol Ecol Resour","2023","2022/10/13","","","10.1111/1755-0998.13722"
"30519891","Spray Dried Smectite Clay Particles as a Novel Treatment against Obesity","Dening TJ, Joyce P, Kovalainen M, Gustafsson H, Prestidge CA.","Pharm Res. 2018 Dec 5;36(1):21. doi: 10.1007/s11095-018-2552-9.","Dening TJ","Pharm Res","2018","2018/12/07","","","10.1007/s11095-018-2552-9"
"28676380","Investigation of the biodistribution, breakdown and excretion of delta inulin adjuvant","Wang L, Barclay T, Song Y, Joyce P, Sakala IG, Petrovsky N, Garg S.","Vaccine. 2017 Aug 3;35(34):4382-4388. doi: 10.1016/j.vaccine.2017.06.045. Epub 2017 Jul 1.","Wang L","Vaccine","2017","2017/07/06","","","10.1016/j.vaccine.2017.06.045"
"18852098","Bayesian analysis of amino acid substitution models","Huelsenbeck JP, Joyce P, Lakner C, Ronquist F.","Philos Trans R Soc Lond B Biol Sci. 2008 Dec 27;363(1512):3941-53. doi: 10.1098/rstb.2008.0175.","Huelsenbeck JP","Philos Trans R Soc Lond B Biol Sci","2008","2008/10/15","PMC2607418","","10.1098/rstb.2008.0175"
"23934886","Empirical complexities in the genetic foundations of lethal mutagenesis","Bull JJ, Joyce P, Gladstone E, Molineux IJ.","Genetics. 2013 Oct;195(2):541-52. doi: 10.1534/genetics.113.154195. Epub 2013 Aug 9.","Bull JJ","Genetics","2013","2013/08/13","PMC3781979","","10.1534/genetics.113.154195"
"32344619","Enhancing the Cellular Uptake and Antibacterial Activity of Rifampicin through Encapsulation in Mesoporous Silica Nanoparticles","Joyce P, Ulmefors H, Maghrebi S, Subramaniam S, Wignall A, Jõemetsa S, Höök F, Prestidge CA.","Nanomaterials (Basel). 2020 Apr 24;10(4):815. doi: 10.3390/nano10040815.","Joyce P","Nanomaterials (Basel)","2020","2020/04/30","PMC7221943","","10.3390/nano10040815"
"25193871","Mutations in TRNT1 cause congenital sideroblastic anemia with immunodeficiency, fevers, and developmental delay (SIFD)","Chakraborty PK, Schmitz-Abe K, Kennedy EK, Mamady H, Naas T, Durie D, Campagna DR, Lau A, Sendamarai AK, Wiseman DH, May A, Jolles S, Connor P, Powell C, Heeney MM, Giardina PJ, Klaassen RJ, Kannengiesser C, Thuret I, Thompson AA, Marques L, Hughes S, Bonney DK, Bottomley SS, Wynn RF, Laxer RM, Minniti CP, Moppett J, Bordon V, Geraghty M, Joyce PB, Markianos K, Rudner AD, Holcik M, Fleming MD.","Blood. 2014 Oct 30;124(18):2867-71. doi: 10.1182/blood-2014-08-591370. Epub 2014 Sep 5.","Chakraborty PK","Blood","2014","2014/09/07","PMC4215314","","10.1182/blood-2014-08-591370"
"26921293","Genetically Determined Variation in Lysis Time Variance in the Bacteriophage φX174","Baker CW, Miller CR, Thaweethai T, Yuan J, Baker MH, Joyce P, Weinreich DM.","G3 (Bethesda). 2016 Apr 7;6(4):939-55. doi: 10.1534/g3.115.024075.","Baker CW","G3 (Bethesda)","2016","2016/02/28","PMC4825663","","10.1534/g3.115.024075"
"21980515","First-step mutations for adaptation at elevated temperature increase capsid stability in a virus","Lee KH, Miller CR, Nagel AC, Wichman HA, Joyce P, Ytreberg FM.","PLoS One. 2011;6(9):e25640. doi: 10.1371/journal.pone.0025640. Epub 2011 Sep 29.","Lee KH","PLoS One","2011","2011/10/08","PMC3183071","","10.1371/journal.pone.0025640"
"27934188","Nanostructured Montmorillonite Clay for Controlling the Lipase-Mediated Digestion of Medium Chain Triglycerides","Dening TJ, Joyce P, Rao S, Thomas N, Prestidge CA.","ACS Appl Mater Interfaces. 2016 Dec 7;8(48):32732-32742. doi: 10.1021/acsami.6b13599. Epub 2016 Nov 21.","Dening TJ","ACS Appl Mater Interfaces","2016","2016/12/10","","","10.1021/acsami.6b13599"
"27843714","Planning horizon affects prophylactic decision-making and epidemic dynamics","Nardin LG, Miller CR, Ridenhour BJ, Krone SM, Joyce P, Baumgaertner BO.","PeerJ. 2016 Nov 8;4:e2678. doi: 10.7717/peerj.2678. eCollection 2016.","Nardin LG","PeerJ","2016","2016/11/16","PMC5103819","","10.7717/peerj.2678"
"36678919","The Influence of Blonanserin Supersaturation in Liquid and Silica Stabilised Self-Nanoemulsifying Drug Delivery Systems on In Vitro Solubilisation","Møller A, Schultz HB, Meola TR, Joyce P, Müllertz A, Prestidge CA.","Pharmaceutics. 2023 Jan 14;15(1):284. doi: 10.3390/pharmaceutics15010284.","Møller A","Pharmaceutics","2023","2023/01/21","PMC9864080","","10.3390/pharmaceutics15010284"
"21655079","Epistasis between beneficial mutations and the phenotype-to-fitness Map for a ssDNA virus","Rokyta DR, Joyce P, Caudle SB, Miller C, Beisel CJ, Wichman HA.","PLoS Genet. 2011 Jun;7(6):e1002075. doi: 10.1371/journal.pgen.1002075. Epub 2011 Jun 2.","Rokyta DR","PLoS Genet","2011","2011/06/10","PMC3107187","","10.1371/journal.pgen.1002075"
"22697240","Efficient simulation and likelihood methods for non-neutral multi-allele models","Joyce P, Genz A, Buzbas EO.","J Comput Biol. 2012 Jun;19(6):650-61. doi: 10.1089/cmb.2012.0033.","Joyce P","J Comput Biol","2012","2012/06/16","PMC3375650","","10.1089/cmb.2012.0033"
"19648364","Evolution of diversity in spatially structured Escherichia coli populations","Ponciano JM, La HJ, Joyce P, Forney LJ.","Appl Environ Microbiol. 2009 Oct;75(19):6047-54. doi: 10.1128/AEM.00063-09. Epub 2009 Jul 31.","Ponciano JM","Appl Environ Microbiol","2009","2009/08/04","PMC2753071","","10.1128/AEM.00063-09"
"16435469","Managing risk: a taxonomy of error in health policy","Joyce P, Boaden R, Esmail A.","Health Care Anal. 2005 Dec;13(4):337-46. doi: 10.1007/s10728-005-8129-x.","Joyce P","Health Care Anal","2005","2006/01/27","","","10.1007/s10728-005-8129-x"
"31698755","Doxorubicin-Loaded Delta Inulin Conjugates for Controlled and Targeted Drug Delivery: Development, Characterization, and In Vitro Evaluation","Wang L, Song Y, Parikh A, Joyce P, Chung R, Liu L, Afinjuomo F, Hayball JD, Petrovsky N, Barclay TG, Garg S.","Pharmaceutics. 2019 Nov 6;11(11):581. doi: 10.3390/pharmaceutics11110581.","Wang L","Pharmaceutics","2019","2019/11/09","PMC6920814","","10.3390/pharmaceutics11110581"
"32708197","Porous Nanostructure, Lipid Composition, and Degree of Drug Supersaturation Modulate In Vitro Fenofibrate Solubilization in Silica-Lipid Hybrids","Almasri R, Joyce P, Schultz HB, Thomas N, Bremmell KE, Prestidge CA.","Pharmaceutics. 2020 Jul 21;12(7):687. doi: 10.3390/pharmaceutics12070687.","Almasri R","Pharmaceutics","2020","2020/07/26","PMC7408050","","10.3390/pharmaceutics12070687"
"30503444","Pelagic tar balls collected in the North Atlantic Ocean and Caribbean Sea from 1988 to 2016 have natural and anthropogenic origins","Green HS, Fuller SA, Meyer AW, Joyce PS, Aeppli C, Nelson RK, Swarthout RF, Valentine DL, White HK, Reddy CM.","Mar Pollut Bull. 2018 Dec;137:352-359. doi: 10.1016/j.marpolbul.2018.10.030. Epub 2018 Oct 22.","Green HS","Mar Pollut Bull","2018","2018/12/04","","","10.1016/j.marpolbul.2018.10.030"
"21041559","Mutational effects and population dynamics during viral adaptation challenge current models","Miller CR, Joyce P, Wichman HA.","Genetics. 2011 Jan;187(1):185-202. doi: 10.1534/genetics.110.121400. Epub 2010 Nov 1.","Miller CR","Genetics","2011","2010/11/03","PMC3018297","","10.1534/genetics.110.121400"
"32167765","Microporosity, Pore Size, and Diffusional Path Length Modulate Lipolysis Kinetics of Triglycerides Adsorbed onto SBA-15 Mesoporous Silica Particles","Joyce P, Ulmefors H, Garcia-Bennett A, Prestidge CA.","Langmuir. 2020 Apr 7;36(13):3367-3376. doi: 10.1021/acs.langmuir.0c00253. Epub 2020 Mar 24.","Joyce P","Langmuir","2020","2020/03/14","","","10.1021/acs.langmuir.0c00253"
"17151258","The population biology of bacterial plasmids: a hidden Markov model approach","Ponciano JM, De Gelder L, Top EM, Joyce P.","Genetics. 2007 Jun;176(2):957-68. doi: 10.1534/genetics.106.061937. Epub 2006 Dec 6.","Ponciano JM","Genetics","2007","2006/12/08","PMC1894622","","10.1534/genetics.106.061937"
"22380438","Fitting models of continuous trait evolution to incompletely sampled comparative data using approximate Bayesian computation","Slater GJ, Harmon LJ, Wegmann D, Joyce P, Revell LJ, Alfaro ME.","Evolution. 2012 Mar;66(3):752-762. doi: 10.1111/j.1558-5646.2011.01474.x. Epub 2011 Oct 21.","Slater GJ","Evolution","2012","2012/03/03","","","10.1111/j.1558-5646.2011.01474.x"
"26340506","QCM-D and ToF-SIMS Investigation to Deconvolute the Relationship between Lipid Adsorption and Orientation on Lipase Activity","Joyce P, Kempson I, Prestidge CA.","Langmuir. 2015 Sep 22;31(37):10198-207. doi: 10.1021/acs.langmuir.5b02476. Epub 2015 Sep 11.","Joyce P","Langmuir","2015","2015/09/05","","","10.1021/acs.langmuir.5b02476"
"30257194","Improving Correlations Between Drug Solubilization and In Vitro Lipolysis by Monitoring the Phase Partitioning of Lipolytic Species for Lipid-Based Formulations","Dening TJ, Joyce P, Prestidge CA.","J Pharm Sci. 2019 Jan;108(1):295-304. doi: 10.1016/j.xphs.2018.09.016. Epub 2018 Sep 23.","Dening TJ","J Pharm Sci","2019","2018/09/27","","","10.1016/j.xphs.2018.09.016"
"29559402","Synergistic effect of PLGA nanoparticles and submicron triglyceride droplets in enhancing the intestinal solubilisation of a lipophilic weak base","Joyce P, Prestidge CA.","Eur J Pharm Sci. 2018 Jun 15;118:40-48. doi: 10.1016/j.ejps.2018.03.018. Epub 2018 Mar 17.","Joyce P","Eur J Pharm Sci","2018","2018/03/22","","","10.1016/j.ejps.2018.03.018"
"17259616","Stability of a promiscuous plasmid in different hosts: no guarantee for a long-term relationship","De Gelder L, Ponciano JM, Joyce P, Top EM.","Microbiology (Reading). 2007 Feb;153(Pt 2):452-463. doi: 10.1099/mic.0.2006/001784-0.","De Gelder L","Microbiology (Reading)","2007","2007/01/30","","","10.1099/mic.0.2006/001784-0"
"15778707","An empirical test of the mutational landscape model of adaptation using a single-stranded DNA virus","Rokyta DR, Joyce P, Caudle SB, Wichman HA.","Nat Genet. 2005 Apr;37(4):441-4. doi: 10.1038/ng1535. Epub 2005 Mar 20.","Rokyta DR","Nat Genet","2005","2005/03/22","","","10.1038/ng1535"
"11805071","Assessing allelic dropout and genotype reliability using maximum likelihood","Miller CR, Joyce P, Waits LP.","Genetics. 2002 Jan;160(1):357-66. doi: 10.1093/genetics/160.1.357.","Miller CR","Genetics","2002","2002/01/24","PMC1461941","","10.1093/genetics/160.1.357"
"18302315","Characterization of a temperature-sensitive mutation that impairs the function of yeast tRNA nucleotidyltransferase","Shan X, Russell TA, Paul SM, Kushner DB, Joyce PB.","Yeast. 2008 Mar;25(3):219-33. doi: 10.1002/yea.1582.","Shan X","Yeast","2008","2008/02/28","","","10.1002/yea.1582"
"16643708","Developing the electronic health record: what about patient safety?","Boaden R, Joyce P.","Health Serv Manage Res. 2006 May;19(2):94-104. doi: 10.1258/095148406776829103.","Boaden R","Health Serv Manage Res","2006","2006/04/29","","","10.1258/095148406776829103"
"23713568","The folding capacity of the mature domain of the dual-targeted plant tRNA nucleotidyltransferase influences organelle selection","Leibovitch M, Bublak D, Hanic-Joyce PJ, Tillmann B, Flinner N, Amsel D, Scharf KD, Mirus O, Joyce PB, Schleiff E.","Biochem J. 2013 Aug 1;453(3):401-12. doi: 10.1042/BJ20121577.","Leibovitch M","Biochem J","2013","2013/05/30","","","10.1042/BJ20121577"
"32787069","Independent Size and Fluorescence Emission Determination of Individual Biological Nanoparticles Reveals that Lipophilic Dye Incorporation Does Not Scale with Particle Size","Jõemetsa S, Joyce P, Lubart Q, Mapar M, Celauro E, Agnarsson B, Block S, Bally M, Esbjörner EK, Jeffries GDM, Höök F.","Langmuir. 2020 Aug 25;36(33):9693-9700. doi: 10.1021/acs.langmuir.0c00941. Epub 2020 Aug 13.","Jõemetsa S","Langmuir","2020","2020/08/14","","","10.1021/acs.langmuir.0c00941"
"21833535","Human parotid secretory protein is a lipopolysaccharide-binding protein: identification of an anti-inflammatory peptide domain","Abdolhosseini M, Sotsky JB, Shelar AP, Joyce PB, Gorr SU.","Mol Cell Biochem. 2012 Jan;359(1-2):1-8. doi: 10.1007/s11010-011-0991-2. Epub 2011 Jul 16.","Abdolhosseini M","Mol Cell Biochem","2012","2011/08/12","PMC3219827","NIHMS324436","10.1007/s11010-011-0991-2"
"17409090","High frequency of mutations that expand the host range of an RNA virus","Ferris MT, Joyce P, Burch CL.","Genetics. 2007 Jun;176(2):1013-22. doi: 10.1534/genetics.106.064634. Epub 2007 Apr 3.","Ferris MT","Genetics","2007","2007/04/06","PMC1894571","","10.1534/genetics.106.064634"
"24552363","The role of porous nanostructure in controlling lipase-mediated digestion of lipid loaded into silica particles","Joyce P, Tan A, Whitby CP, Prestidge CA.","Langmuir. 2014 Mar 18;30(10):2779-88. doi: 10.1021/la500094b. Epub 2014 Mar 4.","Joyce P","Langmuir","2014","2014/02/21","","","10.1021/la500094b"
