PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28473452","3' UTR G-quadruplexes regulate miRNA binding","Rouleau S, Glouzon JS, Brumwell A, Bisaillon M, Perreault JP.","RNA. 2017 Aug;23(8):1172-1179. doi: 10.1261/rna.060962.117. Epub 2017 May 4.","Rouleau S","RNA","2017","2017/05/06","PMC5513062","","10.1261/rna.060962.117"
"17584038","Development of ribozyme-based gene-inactivations; the example of the hepatitis delta virus ribozyme","Asif-Ullah M, Lévesque M, Robichaud G, Perreault JP.","Curr Gene Ther. 2007 Jun;7(3):205-16. doi: 10.2174/156652307780859008.","Asif-Ullah M","Curr Gene Ther","2007","2007/06/23","","","10.2174/156652307780859008"
"26200754","G4RNA: an RNA G-quadruplex database","Garant JM, Luce MJ, Scott MS, Perreault JP.","Database (Oxford). 2015 Jun 17;2015:bav059. doi: 10.1093/database/bav059.","Garant JM","Database (Oxford)","2015","2015/07/23","PMC5630937","","10.1093/database/bav059"
"24335142","Tumor microenvironment-associated modifications of alternative splicing","Brosseau JP, Lucier JF, Nwilati H, Thibault P, Garneau D, Gendron D, Durand M, Couture S, Lapointe E, Prinos P, Klinck R, Perreault JP, Chabot B, Abou-Elela S.","RNA. 2014 Feb;20(2):189-201. doi: 10.1261/rna.042168.113. Epub 2013 Dec 11.","Brosseau JP","RNA","2014","2013/12/17","PMC3895271","","10.1261/rna.042168.113"
"24375754","Redirecting splicing with bifunctional oligonucleotides","Brosseau JP, Lucier JF, Lamarche AA, Shkreta L, Gendron D, Lapointe E, Thibault P, Paquet E, Perreault JP, Abou Elela S, Chabot B.","Nucleic Acids Res. 2014 Apr;42(6):e40. doi: 10.1093/nar/gkt1287. Epub 2013 Dec 26.","Brosseau JP","Nucleic Acids Res","2014","2013/12/31","PMC3973305","","10.1093/nar/gkt1287"
"35489070","Reovirus μ2 protein modulates host cell alternative splicing by reducing protein levels of U5 snRNP core components","Boudreault S, Durand M, Martineau CA, Perreault JP, Lemay G, Bisaillon M.","Nucleic Acids Res. 2022 May 20;50(9):5263-5281. doi: 10.1093/nar/gkac272.","Boudreault S","Nucleic Acids Res","2022","2022/04/30","PMC9122528","","10.1093/nar/gkac272"
"34359940","sRNA Profiler: A User-Focused Interface for Small RNA Mapping and Profiling","Adkar-Purushothama CR, Iyer PS, Sano T, Perreault JP.","Cells. 2021 Jul 13;10(7):1771. doi: 10.3390/cells10071771.","Adkar-Purushothama CR","Cells","2021","2021/08/07","PMC8303536","","10.3390/cells10071771"
"31392997","Citrus exocortis viroid causes ribosomal stress in tomato plants","Cottilli P, Belda-Palazón B, Adkar-Purushothama CR, Perreault JP, Schleiff E, Rodrigo I, Ferrando A, Lisón P.","Nucleic Acids Res. 2019 Sep 19;47(16):8649-8661. doi: 10.1093/nar/gkz679.","Cottilli P","Nucleic Acids Res","2019","2019/08/09","PMC6895259","","10.1093/nar/gkz679"
"23500045","In-line probing of RNA G-quadruplexes","Beaudoin JD, Jodoin R, Perreault JP.","Methods. 2013 Nov;64(1):79-87. doi: 10.1016/j.ymeth.2013.02.017. Epub 2013 Mar 14.","Beaudoin JD","Methods","2013","2013/03/19","","","10.1016/j.ymeth.2013.02.017"
"20038630","High-throughput quantification of splicing isoforms","Brosseau JP, Lucier JF, Lapointe E, Durand M, Gendron D, Gervais-Bird J, Tremblay K, Perreault JP, Elela SA.","RNA. 2010 Feb;16(2):442-9. doi: 10.1261/rna.1877010. Epub 2009 Dec 28.","Brosseau JP","RNA","2010","2009/12/30","PMC2811672","","10.1261/rna.1877010"
"28783761","Classification of the Pospiviroidae based on their structural hallmarks","Giguère T, Perreault JP.","PLoS One. 2017 Aug 4;12(8):e0182536. doi: 10.1371/journal.pone.0182536. eCollection 2017.","Giguère T","PLoS One","2017","2017/08/08","PMC5544226","","10.1371/journal.pone.0182536"
"33305682","Guanine Nucleotide-Binding Protein-Like 1 (GNL1) binds RNA G-quadruplex structures in genes associated with Parkinson's disease","Turcotte MA, Garant JM, Cossette-Roberge H, Perreault JP.","RNA Biol. 2021 Sep;18(9):1339-1353. doi: 10.1080/15476286.2020.1847866. Epub 2020 Dec 11.","Turcotte MA","RNA Biol","2021","2020/12/11","PMC8354592","","10.1080/15476286.2020.1847866"
"25510493","Small antisense oligonucleotides against G-quadruplexes: specific mRNA translational switches","Rouleau SG, Beaudoin JD, Bisaillon M, Perreault JP.","Nucleic Acids Res. 2015 Jan;43(1):595-606. doi: 10.1093/nar/gku1311. Epub 2014 Dec 15.","Rouleau SG","Nucleic Acids Res","2015","2014/12/17","PMC4288198","","10.1093/nar/gku1311"
"29885355","G4RNA screener web server: User focused interface for RNA G-quadruplex prediction","Garant JM, Perreault JP, Scott MS.","Biochimie. 2018 Aug;151:115-118. doi: 10.1016/j.biochi.2018.06.002. Epub 2018 Jun 6.","Garant JM","Biochimie","2018","2018/06/10","","","10.1016/j.biochi.2018.06.002"
"30011126","Viroid-derived small RNA induces early flowering in tomato plants by RNA silencing","Adkar-Purushothama CR, Sano T, Perreault JP.","Mol Plant Pathol. 2018 Nov;19(11):2446-2458. doi: 10.1111/mpp.12721. Epub 2018 Sep 28.","Adkar-Purushothama CR","Mol Plant Pathol","2018","2018/07/17","PMC6637976","","10.1111/mpp.12721"
"18456841","Potassium ions modulate a G-quadruplex-ribozyme's activity","Beaudoin JD, Perreault JP.","RNA. 2008 Jun;14(6):1018-25. doi: 10.1261/rna.963908. Epub 2008 May 2.","Beaudoin JD","RNA","2008","2008/05/06","PMC2390810","","10.1261/rna.963908"
"15731344","Target-dependent on/off switch increases ribozyme fidelity","Bergeron LJ, Perreault JP.","Nucleic Acids Res. 2005 Feb 24;33(4):1240-8. doi: 10.1093/nar/gki278. Print 2005.","Bergeron LJ","Nucleic Acids Res","2005","2005/02/26","PMC549572","","10.1093/nar/gki278"
"28575203","Structurexplor: a platform for the exploration of structural features of RNA secondary structures","Glouzon JS, Perreault JP, Wang S.","Bioinformatics. 2017 Oct 1;33(19):3117-3120. doi: 10.1093/bioinformatics/btx323.","Glouzon JS","Bioinformatics","2017","2017/06/03","","","10.1093/bioinformatics/btx323"
"25346967","Elucidation of the structures of all members of the Avsunviroidae family","Giguère T, Adkar-Purushothama CR, Bolduc F, Perreault JP.","Mol Plant Pathol. 2014 Oct;15(8):767-79. doi: 10.1111/mpp.12130.","Giguère T","Mol Plant Pathol","2014","2014/10/28","PMC6638799","","10.1111/mpp.12130"
"34096765","First report of Grapevine yellow speckle viroid 1 infecting grapevine (Vitis vinifera L.) in Canada","Xu D, Adkar-Purushothama CR, Lemoyne P, Perreault JP JP, Fall M.","Plant Dis. 2021 Jun 7. doi: 10.1094/PDIS-04-21-0863-PDN. Online ahead of print.","Xu D","Plant Dis","2021","2021/06/07","","","10.1094/PDIS-04-21-0863-PDN"
"32719659","Insights Into Potato Spindle Tuber Viroid Quasi-Species From Infection to Disease","Adkar-Purushothama CR, Bolduc F, Bru P, Perreault JP.","Front Microbiol. 2020 Jul 3;11:1235. doi: 10.3389/fmicb.2020.01235. eCollection 2020.","Adkar-Purushothama CR","Front Microbiol","2020","2020/07/29","PMC7349936","","10.3389/fmicb.2020.01235"
"20571090","5'-UTR G-quadruplex structures acting as translational repressors","Beaudoin JD, Perreault JP.","Nucleic Acids Res. 2010 Nov;38(20):7022-36. doi: 10.1093/nar/gkq557. Epub 2010 Jun 22.","Beaudoin JD","Nucleic Acids Res","2010","2010/06/24","PMC2978341","","10.1093/nar/gkq557"
"30832682","The Epstein-Barr virus EBNA1 protein modulates the alternative splicing of cellular genes","Boudreault S, Armero VES, Scott MS, Perreault JP, Bisaillon M.","Virol J. 2019 Mar 4;16(1):29. doi: 10.1186/s12985-019-1137-5.","Boudreault S","Virol J","2019","2019/03/06","PMC6399920","","10.1186/s12985-019-1137-5"
"21552259","Alternative splicing of SYK regulates mitosis and cell survival","Prinos P, Garneau D, Lucier JF, Gendron D, Couture S, Boivin M, Brosseau JP, Lapointe E, Thibault P, Durand M, Tremblay K, Gervais-Bird J, Nwilati H, Klinck R, Chabot B, Perreault JP, Wellinger RJ, Elela SA.","Nat Struct Mol Biol. 2011 Jun;18(6):673-9. doi: 10.1038/nsmb.2040. Epub 2011 May 8.","Prinos P","Nat Struct Mol Biol","2011","2011/05/10","","","10.1038/nsmb.2040"
"24121682","New scoring system to identify RNA G-quadruplex folding","Beaudoin JD, Jodoin R, Perreault JP.","Nucleic Acids Res. 2014 Jan;42(2):1209-23. doi: 10.1093/nar/gkt904. Epub 2013 Oct 10.","Beaudoin JD","Nucleic Acids Res","2014","2013/10/15","PMC3902908","","10.1093/nar/gkt904"
"30507959","G-quadruplexes formation in the 5'UTRs of mRNAs associated with colorectal cancer pathways","Jodoin R, Perreault JP.","PLoS One. 2018 Dec 3;13(12):e0208363. doi: 10.1371/journal.pone.0208363. eCollection 2018.","Jodoin R","PLoS One","2018","2018/12/04","PMC6277105","","10.1371/journal.pone.0208363"
"31258835","Dissecting the expression landscape of cytochromes P450 in hepatocellular carcinoma: towards novel molecular biomarkers","Brodeur CM, Thibault P, Durand M, Perreault JP, Bisaillon M.","Genes Cancer. 2019 May;10(3-4):97-108. doi: 10.18632/genesandcancer.190.","Brodeur CM","Genes Cancer","2019","2019/07/02","PMC6584210","","10.18632/genesandcancer.190"
"32629040","The Small Nuclear Ribonucleoprotein Polypeptide A (SNRPA) binds to the G-quadruplex of the BAG-1 5'UTR","Bolduc F, Turcotte MA, Perreault JP.","Biochimie. 2020 Sep;176:122-127. doi: 10.1016/j.biochi.2020.06.013. Epub 2020 Jul 4.","Bolduc F","Biochimie","2020","2020/07/07","","","10.1016/j.biochi.2020.06.013"
"22950875","Programming a highly structured ribozyme into complex allostery using RNA oligonucleotides","Rouleau SG, Jodoin R, Bisaillon M, Perreault JP.","ACS Chem Biol. 2012 Nov 16;7(11):1802-6. doi: 10.1021/cb300319m. Epub 2012 Sep 10.","Rouleau SG","ACS Chem Biol","2012","2012/09/07","","","10.1021/cb300319m"
"24318884","Design and evaluation of clinically relevant SOFA-HDV ribozymes targeting HIV RNA","Scarborough RJ, Lévesque MV, Perreault JP, Gatignol A.","Methods Mol Biol. 2014;1103:31-43. doi: 10.1007/978-1-62703-730-3_3.","Scarborough RJ","Methods Mol Biol","2014","2013/12/10","","","10.1007/978-1-62703-730-3_3"
"28493890","Transcriptome-wide analysis of alternative RNA splicing events in Epstein-Barr virus-associated gastric carcinomas","Armero VES, Tremblay MP, Allaire A, Boudreault S, Martenon-Brodeur C, Duval C, Durand M, Lapointe E, Thibault P, Tremblay-Létourneau M, Perreault JP, Scott MS, Bisaillon M.","PLoS One. 2017 May 11;12(5):e0176880. doi: 10.1371/journal.pone.0176880. eCollection 2017.","Armero VES","PLoS One","2017","2017/05/12","PMC5426614","","10.1371/journal.pone.0176880"
"26267306","Aven recognition of RNA G-quadruplexes regulates translation of the mixed lineage leukemia protooncogenes","Thandapani P, Song J, Gandin V, Cai Y, Rouleau SG, Garant JM, Boisvert FM, Yu Z, Perreault JP, Topisirovic I, Richard S.","Elife. 2015 Aug 12;4:e06234. doi: 10.7554/eLife.06234.","Thandapani P","Elife","2015","2015/08/13","PMC4561382","","10.7554/eLife.06234"
"23609544","Exploring mRNA 3'-UTR G-quadruplexes: evidence of roles in both alternative polyadenylation and mRNA shortening","Beaudoin JD, Perreault JP.","Nucleic Acids Res. 2013 Jun;41(11):5898-911. doi: 10.1093/nar/gkt265. Epub 2013 Apr 22.","Beaudoin JD","Nucleic Acids Res","2013","2013/04/24","PMC3675481","","10.1093/nar/gkt265"
"21134640","Developing three-dimensional models of putative-folding intermediates of the HDV ribozyme","Reymond C, Lévesque D, Bisaillon M, Perreault JP.","Structure. 2010 Dec 8;18(12):1608-16. doi: 10.1016/j.str.2010.09.024.","Reymond C","Structure","2010","2010/12/08","PMC3038993","CAMS1693","10.1016/j.str.2010.09.024"
"16251383","Functional characterization of the SOFA delta ribozyme","Bergeron LJ, Reymond C, Perreault JP.","RNA. 2005 Dec;11(12):1858-68. doi: 10.1261/rna.2112705. Epub 2005 Oct 26.","Bergeron LJ","RNA","2005","2005/10/28","PMC1370874","","10.1261/rna.2112705"
"24897295","Comprehensive secondary structure elucidation of four genera of the family Pospiviroidae","Giguère T, Adkar-Purushothama CR, Perreault JP.","PLoS One. 2014 Jun 4;9(6):e98655. doi: 10.1371/journal.pone.0098655. eCollection 2014.","Giguère T","PLoS One","2014","2014/06/05","PMC4045682","","10.1371/journal.pone.0098655"
"31013994","Suppression of RNA-Dependent RNA Polymerase6 Favors the Accumulation of Potato Spindle Tuber Viroid in Nicotiana Benthamiana","Adkar-Purushothama CR, Perreault JP.","Viruses. 2019 Apr 14;11(4):345. doi: 10.3390/v11040345.","Adkar-Purushothama CR","Viruses","2019","2019/04/25","PMC6520914","","10.3390/v11040345"
"27598998","Global Profiling of the Cellular Alternative RNA Splicing Landscape during Virus-Host Interactions","Boudreault S, Martenon-Brodeur C, Caron M, Garant JM, Tremblay MP, Armero VE, Durand M, Lapointe E, Thibault P, Tremblay-Létourneau M, Perreault JP, Scott MS, Lemay G, Bisaillon M.","PLoS One. 2016 Sep 6;11(9):e0161914. doi: 10.1371/journal.pone.0161914. eCollection 2016.","Boudreault S","PLoS One","2016","2016/09/07","PMC5012649","","10.1371/journal.pone.0161914"
"19134473","Monitoring of an RNA multistep folding pathway by isothermal titration calorimetry","Reymond C, Bisaillon M, Perreault JP.","Biophys J. 2009 Jan;96(1):132-40. doi: 10.1016/j.bpj.2008.09.033.","Reymond C","Biophys J","2009","2009/01/13","PMC2710038","","10.1016/j.bpj.2008.09.033"
"24865610","The folding of 5'-UTR human G-quadruplexes possessing a long central loop","Jodoin R, Bauer L, Garant JM, Mahdi Laaref A, Phaneuf F, Perreault JP.","RNA. 2014 Jul;20(7):1129-41. doi: 10.1261/rna.044578.114. Epub 2014 May 27.","Jodoin R","RNA","2014","2014/05/29","PMC4114690","","10.1261/rna.044578.114"
"21633671","Molecular Validation of PACE4 as a Target in Prostate Cancer","D'Anjou F, Routhier S, Perreault JP, Latil A, Bonnel D, Fournier I, Salzet M, Day R.","Transl Oncol. 2011 Jun;4(3):157-72. doi: 10.1593/tlo.10295. Epub 2011 Jun 1.","D'Anjou F","Transl Oncol","2011","2011/06/03","PMC3104696","","10.1593/tlo.10295"
"27557661","Irregular G-quadruplexes Found in the Untranslated Regions of Human mRNAs Influence Translation","Bolduc F, Garant JM, Allard F, Perreault JP.","J Biol Chem. 2016 Oct 7;291(41):21751-21760. doi: 10.1074/jbc.M116.744839. Epub 2016 Aug 24.","Bolduc F","J Biol Chem","2016","2016/08/26","PMC5076843","","10.1074/jbc.M116.744839"
"17470436","Ro-associated Y RNAs in metazoans: evolution and diversification","Perreault J, Perreault JP, Boire G.","Mol Biol Evol. 2007 Aug;24(8):1678-89. doi: 10.1093/molbev/msm084. Epub 2007 Apr 29.","Perreault J","Mol Biol Evol","2007","2007/05/02","","","10.1093/molbev/msm084"
"28088762","The super-n-motifs model: a novel alignment-free approach for representing and comparing RNA secondary structures","Glouzon JS, Perreault JP, Wang S.","Bioinformatics. 2017 Apr 15;33(8):1169-1178. doi: 10.1093/bioinformatics/btw773.","Glouzon JS","Bioinformatics","2017","2017/01/16","","","10.1093/bioinformatics/btw773"
"18298088","Kinetic and thermodynamic characterization of the RNA guanylyltransferase reaction","Soulière MF, Perreault JP, Bisaillon M.","Biochemistry. 2008 Mar 25;47(12):3863-74. doi: 10.1021/bi702054a. Epub 2008 Feb 26.","Soulière MF","Biochemistry","2008","2008/02/27","","","10.1021/bi702054a"
"24498066","Deep-sequencing of the peach latent mosaic viroid reveals new aspects of population heterogeneity","Glouzon JP, Bolduc F, Wang S, Najmanovich RJ, Perreault JP.","PLoS One. 2014 Jan 30;9(1):e87297. doi: 10.1371/journal.pone.0087297. eCollection 2014.","Glouzon JP","PLoS One","2014","2014/02/06","PMC3907566","","10.1371/journal.pone.0087297"
"17933779","A novel structural rearrangement of hepatitis delta virus antigenomic ribozyme","Nehdi A, Perreault J, Beaudoin JD, Perreault JP.","Nucleic Acids Res. 2007;35(20):6820-31. doi: 10.1093/nar/gkm674. Epub 2007 Oct 11.","Nehdi A","Nucleic Acids Res","2007","2007/10/16","PMC2175327","","10.1093/nar/gkm674"
"29683389","Alterations of the viroid regions that interact with the host defense genes attenuate viroid infection in host plant","Adkar-Purushothama CR, Perreault JP.","RNA Biol. 2018;15(7):955-966. doi: 10.1080/15476286.2018.1462653. Epub 2018 May 22.","Adkar-Purushothama CR","RNA Biol","2018","2018/04/24","PMC6161676","","10.1080/15476286.2018.1462653"
"19759139","Identification of proteins from prunus persica that interact with peach latent mosaic viroid","Dubé A, Bisaillon M, Perreault JP.","J Virol. 2009 Dec;83(23):12057-67. doi: 10.1128/JVI.01151-09. Epub 2009 Sep 16.","Dubé A","J Virol","2009","2009/09/18","PMC2786745","","10.1128/JVI.01151-09"
"11991641","Delta ribozyme benefits from a good stability in vitro that becomes outstanding in vivo","Lévesque D, Choufani S, Perreault JP.","RNA. 2002 Apr;8(4):464-77. doi: 10.1017/s1355838202020289.","Lévesque D","RNA","2002","2002/05/07","PMC1370269","","10.1017/s1355838202020289"
"31504805","G-quadruplex located in the 5'UTR of the BAG-1 mRNA affects both its cap-dependent and cap-independent translation through global secondary structure maintenance","Jodoin R, Carrier JC, Rivard N, Bisaillon M, Perreault JP.","Nucleic Acids Res. 2019 Nov 4;47(19):10247-10266. doi: 10.1093/nar/gkz777.","Jodoin R","Nucleic Acids Res","2019","2019/09/11","PMC6821271","","10.1093/nar/gkz777"
"15817567","Retropseudogenes derived from the human Ro/SS-A autoantigen-associated hY RNAs","Perreault J, Noël JF, Brière F, Cousineau B, Lucier JF, Perreault JP, Boire G.","Nucleic Acids Res. 2005 Apr 7;33(6):2032-41. doi: 10.1093/nar/gki504. Print 2005.","Perreault J","Nucleic Acids Res","2005","2005/04/09","PMC1074747","","10.1093/nar/gki504"
"22110627","A novel ribozyme-based prophylaxis inhibits influenza A virus replication and protects from severe disease","Motard J, Rouxel R, Paun A, von Messling V, Bisaillon M, Perreault JP.","PLoS One. 2011;6(11):e27327. doi: 10.1371/journal.pone.0027327. Epub 2011 Nov 14.","Motard J","PLoS One","2011","2011/11/24","PMC3215696","","10.1371/journal.pone.0027327"
"21726370","Mapping studies of the Peach latent mosaic viroid reveal novel structural features","Dubé A, Bolduc F, Bisaillon M, Perreault JP.","Mol Plant Pathol. 2011 Sep;12(7):688-701. doi: 10.1111/j.1364-3703.2010.00703.x. Epub 2011 Feb 17.","Dubé A","Mol Plant Pathol","2011","2011/07/06","PMC3256235","CAMS2077","10.1111/j.1364-3703.2010.00703.x"
"12520047","SubViral RNA: a database of the smallest known auto-replicable RNA species","Pelchat M, Rocheleau L, Perreault J, Perreault JP.","Nucleic Acids Res. 2003 Jan 1;31(1):444-5. doi: 10.1093/nar/gkg026.","Pelchat M","Nucleic Acids Res","2003","2003/01/10","PMC165473","","10.1093/nar/gkg026"
"26697336","Analysis of small RNA production patterns among the two potato spindle tuber viroid variants in tomato plants","Adkar-Purushothama CR, Perreault JP, Sano T.","Genom Data. 2015 Aug 12;6:65-6. doi: 10.1016/j.gdata.2015.08.008. eCollection 2015 Dec.","Adkar-Purushothama CR","Genom Data","2015","2015/12/24","PMC4664692","","10.1016/j.gdata.2015.08.008"
"20224783","Investigating a new generation of ribozymes in order to target HCV","Lévesque MV, Lévesque D, Brière FP, Perreault JP.","PLoS One. 2010 Mar 10;5(3):e9627. doi: 10.1371/journal.pone.0009627.","Lévesque MV","PLoS One","2010","2010/03/13","PMC2835756","","10.1371/journal.pone.0009627"
"18039706","Magnesium-binding studies reveal fundamental differences between closely related RNA triphosphatases","Soulière MF, Perreault JP, Bisaillon M.","Nucleic Acids Res. 2008 Feb;36(2):451-61. doi: 10.1093/nar/gkm1067. Epub 2007 Nov 26.","Soulière MF","Nucleic Acids Res","2008","2007/11/28","PMC2241848","","10.1093/nar/gkm1067"
"20158907","In-depth sequencing of the siRNAs associated with peach latent mosaic viroid infection","Bolduc F, Hoareau C, St-Pierre P, Perreault JP.","BMC Mol Biol. 2010 Feb 16;11:16. doi: 10.1186/1471-2199-11-16.","Bolduc F","BMC Mol Biol","2010","2010/02/18","PMC2830927","","10.1186/1471-2199-11-16"
"17163839","In vitro selection and characterization of RNA aptamers binding thyroxine hormone","Lévesque D, Beaudoin JD, Roy S, Perreault JP.","Biochem J. 2007 Apr 1;403(1):129-38. doi: 10.1042/BJ20061216.","Lévesque D","Biochem J","2007","2006/12/14","PMC1828902","","10.1042/BJ20061216"
"18617575","Development of an isoform-specific gene suppression system: the study of the human Pax-5B transcriptional element","Robichaud GA, Perreault JP, Ouellette RJ.","Nucleic Acids Res. 2008 Aug;36(14):4609-20. doi: 10.1093/nar/gkn432. Epub 2008 Jul 10.","Robichaud GA","Nucleic Acids Res","2008","2008/07/12","PMC2504290","","10.1093/nar/gkn432"
"19210265","Characterization of the vaccinia virus D10 decapping enzyme provides evidence for a two-metal-ion mechanism","Soulière MF, Perreault JP, Bisaillon M.","Biochem J. 2009 Apr 28;420(1):27-35. doi: 10.1042/BJ20082296.","Soulière MF","Biochem J","2009","2009/02/13","","","10.1042/BJ20082296"
"28827569","Potato spindle tuber viroid infection triggers degradation of chloride channel protein CLC-b-like and Ribosomal protein S3a-like mRNAs in tomato plants","Adkar-Purushothama CR, Iyer PS, Perreault JP.","Sci Rep. 2017 Aug 21;7(1):8341. doi: 10.1038/s41598-017-08823-z.","Adkar-Purushothama CR","Sci Rep","2017","2017/08/23","PMC5566334","","10.1038/s41598-017-08823-z"
"17076887","RiboSubstrates: a web application addressing the cleavage specificities of ribozymes in designated genomes","Lucier JF, Bergeron LJ, Brière FP, Ouellette R, Elela SA, Perreault JP.","BMC Bioinformatics. 2006 Oct 31;7:480. doi: 10.1186/1471-2105-7-480.","Lucier JF","BMC Bioinformatics","2006","2006/11/02","PMC1634876","","10.1186/1471-2105-7-480"
"28947148","3' RNA ligase mediated rapid amplification of cDNA ends for validating viroid induced cleavage at the 3' extremity of the host mRNA","Adkar-Purushothama CR, Bru P, Perreault JP.","J Virol Methods. 2017 Dec;250:29-33. doi: 10.1016/j.jviromet.2017.09.023. Epub 2017 Sep 22.","Adkar-Purushothama CR","J Virol Methods","2017","2017/09/27","","","10.1016/j.jviromet.2017.09.023"
"21793786","Selection of the most potent specific on/off adaptor-hepatitis delta virus ribozymes for use in gene targeting","Lévesque MV, Rouleau SG, Perreault JP.","Nucleic Acid Ther. 2011 Aug;21(4):241-52. doi: 10.1089/nat.2011.0301. Epub 2011 Jul 8.","Lévesque MV","Nucleic Acid Ther","2011","2011/07/29","PMC5021529","CAMS2061","10.1089/nat.2011.0301"
"16432262","Unbiased in vitro selection reveals the unique character of the self-cleaving antigenomic HDV RNA sequence","Nehdi A, Perreault JP.","Nucleic Acids Res. 2006 Jan 23;34(2):584-92. doi: 10.1093/nar/gkj463. Print 2006.","Nehdi A","Nucleic Acids Res","2006","2006/01/25","PMC1345697","","10.1093/nar/gkj463"
"20089682","The RNA strands of the plus and minus polarities of peach latent mosaic viroid fold into different structures","Dubé A, Baumstark T, Bisaillon M, Perreault JP.","RNA. 2010 Mar;16(3):463-73. doi: 10.1261/rna.1826710. Epub 2010 Jan 20.","Dubé A","RNA","2010","2010/01/22","PMC2822911","","10.1261/rna.1826710"
