PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26555086","Analytical ultracentrifugation: A versatile tool for the characterisation of macromolecular complexes in solution","Patel TR, Winzor DJ, Scott DJ.","Methods. 2016 Feb 15;95:55-61. doi: 10.1016/j.ymeth.2015.11.006. Epub 2015 Nov 10.","Patel TR","Methods","2016","2015/11/12","","","10.1016/j.ymeth.2015.11.006"
"29742983","DEAD-box helicases: the Yin and Yang roles in viral infections","Meier-Stephenson V, Mrozowich T, Pham M, Patel TR.","Biotechnol Genet Eng Rev. 2018 Apr;34(1):3-32. doi: 10.1080/02648725.2018.1467146. Epub 2018 May 9.","Meier-Stephenson V","Biotechnol Genet Eng Rev","2018","2018/05/11","","","10.1080/02648725.2018.1467146"
"33420966","Penile Cancer: Managing Sexual Dysfunction and Improving Quality of Life After Therapy","Coba G, Patel T.","Curr Urol Rep. 2021 Jan 9;22(2):8. doi: 10.1007/s11934-020-01022-w.","Coba G","Curr Urol Rep","2021","2021/01/09","","","10.1007/s11934-020-01022-w"
"35926232","Purification and characterization of inorganic pyrophosphatase for in vitro RNA transcription","Tersteeg S, Mrozowich T, Henrickson A, Demeler B, Patel TR.","Biochem Cell Biol. 2022 Oct 1;100(5):425-436. doi: 10.1139/bcb-2022-0118. Epub 2022 Aug 4.","Tersteeg S","Biochem Cell Biol","2022","2022/08/04","","","10.1139/bcb-2022-0118"
"35639511","Biophysical characterisation of human LincRNA-p21 sense and antisense Alu inverted repeats","D'Souza MH, Mrozowich T, Badmalia MD, Geeraert M, Frederickson A, Henrickson A, Demeler B, Wolfinger MT, Patel TR.","Nucleic Acids Res. 2022 Jun 10;50(10):5881-5898. doi: 10.1093/nar/gkac414.","D'Souza MH","Nucleic Acids Res","2022","2022/05/31","PMC9177966","","10.1093/nar/gkac414"
"27939506","Structural studies of RNA-protein complexes: A hybrid approach involving hydrodynamics, scattering, and computational methods","Patel TR, Chojnowski G, Astha, Koul A, McKenna SA, Bujnicki JM.","Methods. 2017 Apr 15;118-119:146-162. doi: 10.1016/j.ymeth.2016.12.002. Epub 2016 Dec 8.","Patel TR","Methods","2017","2016/12/13","","","10.1016/j.ymeth.2016.12.002"
"32443014","Arthrographis kalrae Keratitis Complicated by Endophthalmitis: A Case Report With Literature Review","Ting DSJ, Mckenna M, Sadiq SN, Martin J, Mudhar HS, Meeney A, Patel T.","Eye Contact Lens. 2020 Nov;46(6):e59-e65. doi: 10.1097/ICL.0000000000000713.","Ting DSJ","Eye Contact Lens","2020","2020/05/23","","","10.1097/ICL.0000000000000713"
"29716441","Viral proteins targeting host protein kinase R to evade an innate immune response: a mini review","Dzananovic E, McKenna SA, Patel TR.","Biotechnol Genet Eng Rev. 2018 Apr;34(1):33-59. doi: 10.1080/02648725.2018.1467151. Epub 2018 May 2.","Dzananovic E","Biotechnol Genet Eng Rev","2018","2018/05/03","","","10.1080/02648725.2018.1467151"
"34657443","Knockout of Macula Densa Neuronal Nitric Oxide Synthase Increases Blood Pressure in db/db Mice","Zhang J, Wang X, Cui Y, Jiang S, Wei J, Chan J, Thalakola A, Le T, Xu L, Zhao L, Wang L, Jiang K, Cheng F, Patel T, Buggs J, Vallon V, Liu R.","Hypertension. 2021 Dec;78(6):1760-1770. doi: 10.1161/HYPERTENSIONAHA.121.17643. Epub 2021 Oct 18.","Zhang J","Hypertension","2021","2021/10/18","PMC8651058","NIHMS1741558","10.1161/HYPERTENSIONAHA.121.17643"
"36337747","Proceedings of the Canadian Association for HIV Research: Canadian Foundation for Infectious Diseases Professional Development Workshop for Viral Researchers","Patel TR, Fowke K, Matejcic A, Evans DH, Grandvaux N, Halperin SA, MacDonald NE, van Marle G, Cooper C.","J Assoc Med Microbiol Infect Dis Can. 2019 Jun 17;4(2):90-101. doi: 10.3138/jammi.2018-0034. eCollection 2019 Jun.","Patel TR","J Assoc Med Microbiol Infect Dis Can","2019","2022/11/07","PMC9602960","","10.3138/jammi.2018-0034"
"33401776","Human DDX3X Unwinds Japanese Encephalitis and Zika Viral 5' Terminal Regions","Nelson C, Mrozowich T, Gemmill DL, Park SM, Patel TR.","Int J Mol Sci. 2021 Jan 2;22(1):413. doi: 10.3390/ijms22010413.","Nelson C","Int J Mol Sci","2021","2021/01/06","PMC7795613","","10.3390/ijms22010413"
"35197710","Upper tract urothelial carcinoma with Oligometastasis to the right ventricle, surgical considerations, and management","Helman TA, Imam AS, Espino-Grosso P, Patel T.","Urol Ann. 2022 Jan-Mar;14(1):89-92. doi: 10.4103/UA.UA_157_20. Epub 2022 Jan 20.","Helman TA","Urol Ann","2022","2022/02/24","PMC8815341","","10.4103/UA.UA_157_20"
"35852431","(18)F-DCFPyL PET/CT for Initially Diagnosed and Biochemically Recurrent Prostate Cancer: Prospective Trial with Pathologic Confirmation","Ulaner GA, Thomsen B, Bassett J, Torrey R, Cox C, Lin K, Patel T, Techasith T, Mauguen A, Rowe SP, Lindenberg L, Mena E, Choyke P, Yoshida J.","Radiology. 2022 Nov;305(2):419-428. doi: 10.1148/radiol.220218. Epub 2022 Jul 19.","Ulaner GA","Radiology","2022","2022/07/19","PMC9619197","","10.1148/radiol.220218"
"30218114","Analytical ultracentrifugation (AUC): a seminal tool offering multiple solutions","Byron O, Nischang I, Patel TR.","Eur Biophys J. 2018 Oct;47(7):693-696. doi: 10.1007/s00249-018-1333-z.","Byron O","Eur Biophys J","2018","2018/09/16","","","10.1007/s00249-018-1333-z"
"19421855","Autoimmune hepatitis as a part of polyglandular autoimmune syndrome type II: case report and literature review","Patel T, Nystrom J, Pyrsopoulos N.","Dig Dis Sci. 2010 Mar;55(3):861-4. doi: 10.1007/s10620-009-0796-2. Epub 2009 May 7.","Patel T","Dig Dis Sci","2010","2009/05/08","","","10.1007/s10620-009-0796-2"
"30777305","A Cholesterol Analog Induces an Oligomeric Reorganization of VDAC","Ferens FG, Patel TR, Oriss G, Court DA, Stetefeld J.","Biophys J. 2019 Mar 5;116(5):847-859. doi: 10.1016/j.bpj.2019.01.031. Epub 2019 Feb 1.","Ferens FG","Biophys J","2019","2019/02/20","PMC6400861","","10.1016/j.bpj.2019.01.031"
"33029445","Abnormal Adrenal Mass Presents as Proximal Epithelioid Sarcoma","Martinez VP, Nicholson M, Patel T.","Case Rep Urol. 2020 Sep 22;2020:8864218. doi: 10.1155/2020/8864218. eCollection 2020.","Martinez VP","Case Rep Urol","2020","2020/10/08","PMC7530493","","10.1155/2020/8864218"
"33808029","Bioinformatic Analysis of Structure and Function of LIM Domains of Human Zyxin Family Proteins","Siddiqui MQ, Badmalia MD, Patel TR.","Int J Mol Sci. 2021 Mar 5;22(5):2647. doi: 10.3390/ijms22052647.","Siddiqui MQ","Int J Mol Sci","2021","2021/04/03","PMC7961639","","10.3390/ijms22052647"
"34298018","Molecular mechanism of quorum sensing inhibition in Streptococcus by the phage protein paratox","Rutbeek NR, Rezasoltani H, Patel TR, Khajehpour M, Prehna G.","J Biol Chem. 2021 Sep;297(3):100992. doi: 10.1016/j.jbc.2021.100992. Epub 2021 Jul 21.","Rutbeek NR","J Biol Chem","2021","2021/07/23","PMC8383118","","10.1016/j.jbc.2021.100992"
"30388827","Comprehensive Analysis of Hepatitis B Virus Promoter Region Mutations","Meier-Stephenson V, Bremner WTR, Dalton CS, van Marle G, Coffin CS, Patel TR.","Viruses. 2018 Nov 1;10(11):603. doi: 10.3390/v10110603.","Meier-Stephenson V","Viruses","2018","2018/11/04","PMC6265984","","10.3390/v10110603"
"27787553","Editorial comment: Laparoscopic single port cystolithotomy using pneumovesicum","Patel T.","Int Braz J Urol. 2016 Sep-Oct;42(5):1050. doi: 10.1590/S1677-5538.IBJU.2016.0337.2.","Patel T","Int Braz J Urol","2016","2016/10/28","PMC5066911","","10.1590/S1677-5538.IBJU.2016.0337.2"
"33374561","Human DDX17 Unwinds Rift Valley Fever Virus Non-Coding RNAs","Nelson CR, Mrozowich T, Park SM, D'souza S, Henrickson A, Vigar JRJ, Wieden HJ, Owens RJ, Demeler B, Patel TR.","Int J Mol Sci. 2020 Dec 23;22(1):54. doi: 10.3390/ijms22010054.","Nelson CR","Int J Mol Sci","2020","2020/12/30","PMC7793125","","10.3390/ijms22010054"
"32413313","Structural and Hydrodynamic Characterization of Dimeric Human Oligoadenylate Synthetase 2","Koul A, Gemmill D, Lubna N, Meier M, Krahn N, Booy EP, Stetefeld J, Patel TR, McKenna SA.","Biophys J. 2020 Jun 2;118(11):2726-2740. doi: 10.1016/j.bpj.2020.04.025. Epub 2020 May 1.","Koul A","Biophys J","2020","2020/05/16","PMC7264852","","10.1016/j.bpj.2020.04.025"
"29718405","Structure and hydrodynamics of a DNA G-quadruplex with a cytosine bulge","Meier M, Moya-Torres A, Krahn NJ, McDougall MD, Orriss GL, McRae EKS, Booy EP, McEleney K, Patel TR, McKenna SA, Stetefeld J.","Nucleic Acids Res. 2018 Jun 1;46(10):5319-5331. doi: 10.1093/nar/gky307.","Meier M","Nucleic Acids Res","2018","2018/05/03","PMC6007744","","10.1093/nar/gky307"
"31919376","Zinc-finger protein CNBP alters the 3-D structure of lncRNA Braveheart in solution","Kim DN, Thiel BC, Mrozowich T, Hennelly SP, Hofacker IL, Patel TR, Sanbonmatsu KY.","Nat Commun. 2020 Jan 9;11(1):148. doi: 10.1038/s41467-019-13942-4.","Kim DN","Nat Commun","2020","2020/01/11","PMC6952434","","10.1038/s41467-019-13942-4"
"31211058","Paraganglioma of the testicle: A case presentation and review of the literature","Kim JK, Baumgarten A, Walter O, Patel T.","Urol Case Rep. 2019 Feb 15;24:100847. doi: 10.1016/j.eucr.2019.100847. eCollection 2019 May.","Kim JK","Urol Case Rep","2019","2019/06/19","PMC6562289","","10.1016/j.eucr.2019.100847"
"31953232","Solution structure and oligomeric state of the E. coliglycerol facilitator","Hernando M, Orriss G, Perodeau J, Lei S, Ferens FG, Patel TR, Stetefeld J, Nieuwkoop AJ, O'Neil JD.","Biochim Biophys Acta Biomembr. 2020 May 1;1862(5):183191. doi: 10.1016/j.bbamem.2020.183191. Epub 2020 Jan 15.","Hernando M","Biochim Biophys Acta Biomembr","2020","2020/01/19","","","10.1016/j.bbamem.2020.183191"
"32046304","Nanoscale Structure Determination of Murray Valley Encephalitis and Powassan Virus Non-Coding RNAs","Mrozowich T, Henrickson A, Demeler B, Patel TR.","Viruses. 2020 Feb 8;12(2):190. doi: 10.3390/v12020190.","Mrozowich T","Viruses","2020","2020/02/13","PMC7077200","","10.3390/v12020190"
"31667558","Experimental determination of second virial coefficients by small-angle X-ray scattering: a problem revisited","Mrozowich T, Winzor DJ, Scott DJ, Patel TR.","Eur Biophys J. 2019 Dec;48(8):781-787. doi: 10.1007/s00249-019-01404-0. Epub 2019 Oct 31.","Mrozowich T","Eur Biophys J","2019","2019/11/01","","","10.1007/s00249-019-01404-0"
"16297891","Damaged starch characterisation by ultracentrifugation","Tester RF, Patel T, Harding SE.","Carbohydr Res. 2006 Jan 16;341(1):130-7. doi: 10.1016/j.carres.2005.10.018. Epub 2005 Nov 17.","Tester RF","Carbohydr Res","2006","2005/11/22","","","10.1016/j.carres.2005.10.018"
"27352860","LAR protein tyrosine phosphatase regulates focal adhesions through CDK1","Sarhan AR, Patel TR, Cowell AR, Tomlinson MG, Hellberg C, Heath JK, Cunningham DL, Hotchin NA.","J Cell Sci. 2016 Aug 1;129(15):2962-71. doi: 10.1242/jcs.191379. Epub 2016 Jun 27.","Sarhan AR","J Cell Sci","2016","2016/06/30","","","10.1242/jcs.191379"
"26859457","Structural Decoding of the Netrin-1/UNC5 Interaction and its Therapeutical Implications in Cancers","Grandin M, Meier M, Delcros JG, Nikodemus D, Reuten R, Patel TR, Goldschneider D, Orriss G, Krahn N, Boussouar A, Abes R, Dean Y, Neves D, Bernet A, Depil S, Schneiders F, Poole K, Dante R, Koch M, Mehlen P, Stetefeld J.","Cancer Cell. 2016 Feb 8;29(2):173-85. doi: 10.1016/j.ccell.2016.01.001.","Grandin M","Cancer Cell","2016","2016/02/10","","","10.1016/j.ccell.2016.01.001"
"31408631","Use of molecular crowding for the detection of protein self-association by size-exclusion chromatography","Mrozowich T, Winzor DJ, Scott DJ, Patel TR.","Anal Biochem. 2019 Nov 1;584:113392. doi: 10.1016/j.ab.2019.113392. Epub 2019 Aug 10.","Mrozowich T","Anal Biochem","2019","2019/08/14","","","10.1016/j.ab.2019.113392"
"30451239","Structural Studies of Macromolecules in Solution using Small Angle X-Ray Scattering","Mrozowich T, McLennan S, Overduin M, Patel TR.","J Vis Exp. 2018 Nov 5;(141). doi: 10.3791/58538.","Mrozowich T","J Vis Exp","2018","2018/11/20","","","10.3791/58538"
"35760722","Developing a Diagnostic Multivariable Prediction Model for Urinary Tract Cancer in Patients Referred with Haematuria: Results from the IDENTIFY Collaborative Study","Khadhouri S, Gallagher KM, MacKenzie KR, Shah TT, Gao C, Moore S, Zimmermann EF, Edison E, Jefferies M, Nambiar A, Anbarasan T, Mannas MP, Lee T, Marra G, Gómez Rivas J, Marcq G, Assmus MA, Uçar T, Claps F, Boltri M, La Montagna G, Burnhope T, Nkwam N, Austin T, Boxall NE, Downey AP, Sukhu TA, Antón-Juanilla M, Rai S, Chin YF, Moore M, Drake T, Green JSA, Goulao B, MacLennan G, Nielsen M, McGrath JS, Kasivisvanathan V; IDENTIFY Study Group.","Eur Urol Focus. 2022 Nov;8(6):1673-1682. doi: 10.1016/j.euf.2022.06.001. Epub 2022 Jun 25.","Khadhouri S","Eur Urol Focus","2022","2022/06/27","","","10.1016/j.euf.2022.06.001"
"26215696","Biophysical analysis of a lethal laminin alpha-1 mutation reveals altered self-interaction","Patel TR, Nikodemus D, Besong TMD, Reuten R, Meier M, Harding SE, Winzor DJ, Koch M, Stetefeld J.","Matrix Biol. 2016 Jan;49:93-105. doi: 10.1016/j.matbio.2015.06.005. Epub 2015 Jul 26.","Patel TR","Matrix Biol","2016","2015/07/29","","","10.1016/j.matbio.2015.06.005"
"28259810","Robotic Ileal Interposition for Radiation-induced Ureteral Stricture Disease","Baumgarten AS, Shah BB, Patel TB, Wiegand LR.","Urology. 2017 Jun;104:9-10. doi: 10.1016/j.urology.2017.02.033. Epub 2017 Mar 1.","Baumgarten AS","Urology","2017","2017/03/06","","","10.1016/j.urology.2017.02.033"
"26399838","Nonalcoholic steatohepatitis is strongly associated with sarcopenic obesity in patients with cirrhosis undergoing liver transplant evaluation","Carias S, Castellanos AL, Vilchez V, Nair R, Dela Cruz AC, Watkins J, Barrett T, Trushar P, Esser K, Gedaly R.","J Gastroenterol Hepatol. 2016 Mar;31(3):628-33. doi: 10.1111/jgh.13166.","Carias S","J Gastroenterol Hepatol","2016","2015/09/25","PMC6615558","NIHMS1038881","10.1111/jgh.13166"
"31678256","Asparagine-84, a regulatory allosteric site residue, helps maintain the quaternary structure of Campylobacter jejuni dihydrodipicolinate synthase","Majdi Yazdi M, Saran S, Mrozowich T, Lehnert C, Patel TR, Sanders DAR, Palmer DRJ.","J Struct Biol. 2020 Jan 1;209(1):107409. doi: 10.1016/j.jsb.2019.107409. Epub 2019 Oct 31.","Majdi Yazdi M","J Struct Biol","2020","2019/11/04","","","10.1016/j.jsb.2019.107409"
"31168058","Self-tattooing of eyeball with inadvertent corneoscleral perforation: the implication of social media","Ng JY, Ting DSJ, Vaideanu-Collins D, Mudhar HS, Wagner B, Goggin P, Gibson A, Patel T.","Eye (Lond). 2019 Oct;33(10):1672-1674. doi: 10.1038/s41433-019-0472-5. Epub 2019 Jun 5.","Ng JY","Eye (Lond)","2019","2019/06/07","PMC7002581","","10.1038/s41433-019-0472-5"
"27444285","Application of novel analytical ultracentrifuge analysis to solutions of fungal mannans","Gillis RB, Adams GG, Besong DT, Machová E, Ebringerová A, Rowe AJ, Harding SE, Patel TR.","Eur Biophys J. 2017 Apr;46(3):235-245. doi: 10.1007/s00249-016-1159-5. Epub 2016 Jul 21.","Gillis RB","Eur Biophys J","2017","2016/07/23","PMC5346442","","10.1007/s00249-016-1159-5"
"33796515","Clinical Spectrum and Outcomes of Ocular and Periocular Complications following External-Beam Radiotherapy for Inoperable Malignant Maxillary Sinus Tumors","Ting DSJ, Rana-Rahman R, Ng JY, Wilkinson DJP, Ah-Kine D, Patel T.","Ocul Oncol Pathol. 2021 Mar;7(1):36-43. doi: 10.1159/000511011. Epub 2020 Nov 16.","Ting DSJ","Ocul Oncol Pathol","2021","2021/04/02","PMC7989770","","10.1159/000511011"
"33777699","Renal schwannoma: A case report and literature review of a rare and benign entity mimicking an invasive renal neoplasm","Dahmen A, Juwono T, Griffith J, Patel T.","Urol Case Rep. 2021 Mar 13;37:101637. doi: 10.1016/j.eucr.2021.101637. eCollection 2021 Jul.","Dahmen A","Urol Case Rep","2021","2021/03/29","PMC7985711","","10.1016/j.eucr.2021.101637"
"31658011","Analysis of the top 100 most influential papers in benign prostatic hyperplasia","Shah R, Kashkoush J, Kashkoush A, Patel T.","Can Urol Assoc J. 2019 Jun 17. doi: 10.5489/cuaj.5831. Online ahead of print.","Shah R","Can Urol Assoc J","2019","2019/10/29","","","10.5489/cuaj.5831"
"31103237","Solution Structure of C. elegans UNC-6: A Nematode Paralogue of the Axon Guidance Protein Netrin-1","Krahn N, Meier M, Reuten R, Koch M, Stetefeld J, Patel TR.","Biophys J. 2019 Jun 4;116(11):2121-2130. doi: 10.1016/j.bpj.2019.04.033. Epub 2019 May 3.","Krahn N","Biophys J","2019","2019/05/20","PMC6554493","","10.1016/j.bpj.2019.04.033"
"30520129","Microbial keratitis complicated by acute hydrops following corneal collagen cross-linking for keratoconus","Ting DSJ, Bandyopadhyay J, Patel T.","Clin Exp Optom. 2019 Jul;102(4):434-436. doi: 10.1111/cxo.12856. Epub 2018 Dec 5.","Ting DSJ","Clin Exp Optom","2019","2018/12/07","","","10.1111/cxo.12856"
"34350381","Clinical outcomes and safety of Diphoterine(®) irrigation for chemical eye injury: A single-centre experience in the United Kingdom","Nahaboo Solim MA, Lupion-Duran TM, Rana-Rahman R, Patel T, Ah-Kine D, Ting DSJ.","Ther Adv Ophthalmol. 2021 Jul 16;13:25158414211030429. doi: 10.1177/25158414211030429. eCollection 2021 Jan-Dec.","Nahaboo Solim MA","Ther Adv Ophthalmol","2021","2021/08/05","PMC8287404","","10.1177/25158414211030429"
"33774051","Identification and characterization of a G-quadruplex structure in the pre-core promoter region of hepatitis B virus covalently closed circular DNA","Meier-Stephenson V, Badmalia MD, Mrozowich T, Lau KCK, Schultz SK, Gemmill DL, Osiowy C, van Marle G, Coffin CS, Patel TR.","J Biol Chem. 2021 Jan-Jun;296:100589. doi: 10.1016/j.jbc.2021.100589. Epub 2021 Mar 24.","Meier-Stephenson V","J Biol Chem","2021","2021/03/28","PMC8094906","","10.1016/j.jbc.2021.100589"
"29262356","Nanoscale Assembly of High-Mobility Group AT-Hook 2 Protein with DNA Replication Fork","Krahn N, Meier M, To V, Booy EP, McEleney K, O'Neil JD, McKenna SA, Patel TR, Stetefeld J.","Biophys J. 2017 Dec 19;113(12):2609-2620. doi: 10.1016/j.bpj.2017.10.026.","Krahn N","Biophys J","2017","2017/12/21","PMC5771026","","10.1016/j.bpj.2017.10.026"
"17483161","Weak self-association in a carbohydrate system","Patel TR, Harding SE, Ebringerova A, Deszczynski M, Hromadkova Z, Togola A, Paulsen BS, Morris GA, Rowe AJ.","Biophys J. 2007 Aug 1;93(3):741-9. doi: 10.1529/biophysj.106.100891. Epub 2007 May 4.","Patel TR","Biophys J","2007","2007/05/08","PMC1913144","","10.1529/biophysj.106.100891"
"32292704","Juxtaglomerular cell tumor in a young male presenting with new onset congestive heart failure","Krishnan A, Jacob J, Patel T.","Urol Case Rep. 2020 Apr 5;31:101189. doi: 10.1016/j.eucr.2020.101189. eCollection 2020 Jul.","Krishnan A","Urol Case Rep","2020","2020/04/16","PMC7150515","","10.1016/j.eucr.2020.101189"
"33127640","Molecular characterization of the RNA-protein complex directing -2/-1 programmed ribosomal frameshifting during arterivirus replicase expression","Patel A, Treffers EE, Meier M, Patel TR, Stetefeld J, Snijder EJ, Mark BL.","J Biol Chem. 2020 Dec 25;295(52):17904-17921. doi: 10.1074/jbc.RA120.016105. Epub 2020 Oct 30.","Patel A","J Biol Chem","2020","2020/10/31","PMC7939443","","10.1074/jbc.RA120.016105"
"27901020","Structural decoding of netrin-4 reveals a regulatory function towards mature basement membranes","Reuten R, Patel TR, McDougall M, Rama N, Nikodemus D, Gibert B, Delcros JG, Prein C, Meier M, Metzger S, Zhou Z, Kaltenberg J, McKee KK, Bald T, Tüting T, Zigrino P, Djonov V, Bloch W, Clausen-Schaumann H, Poschl E, Yurchenco PD, Ehrbar M, Mehlen P, Stetefeld J, Koch M.","Nat Commun. 2016 Nov 30;7:13515. doi: 10.1038/ncomms13515.","Reuten R","Nat Commun","2016","2016/12/01","PMC5141367","","10.1038/ncomms13515"
"30923716","Spontaneous Pupillary Recovery of Urrets-Zavalia Syndrome Following Descemet's Membrane Endothelial Keratoplasty","Isac MMS, Ting DSJ, Patel T.","Med Hypothesis Discov Innov Ophthalmol. 2019 Spring;8(1):7-10.","Isac MMS","Med Hypothesis Discov Innov Ophthalmol","2019","2019/03/30","PMC6433197","",""
"21448912","T-shaped arrangement of the recombinant agrin G3-IgG Fc protein","Patel TR, Meier M, Li J, Morris G, Rowe AJ, Stetefeld J.","Protein Sci. 2011 Jun;20(6):931-40. doi: 10.1002/pro.628. Epub 2011 Apr 26.","Patel TR","Protein Sci","2011","2011/03/31","PMC3104224","","10.1002/pro.628"
"23948589","Structural elucidation of full-length nidogen and the laminin-nidogen complex in solution","Patel TR, Bernards C, Meier M, McEleney K, Winzor DJ, Koch M, Stetefeld J.","Matrix Biol. 2014 Jan;33:60-7. doi: 10.1016/j.matbio.2013.07.009. Epub 2013 Aug 12.","Patel TR","Matrix Biol","2014","2013/08/17","","","10.1016/j.matbio.2013.07.009"
"30877199","Crystal structure of the TreS:Pep2 complex, initiating α-glucan synthesis in the GlgE pathway of mycobacteria","Kermani AA, Roy R, Gopalasingam C, Kocurek KI, Patel TR, Alderwick LJ, Besra GS, Fütterer K.","J Biol Chem. 2019 May 3;294(18):7348-7359. doi: 10.1074/jbc.RA118.004297. Epub 2019 Mar 15.","Kermani AA","J Biol Chem","2019","2019/03/17","PMC6509496","","10.1074/jbc.RA118.004297"
