PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34852207","Aerobic exercise and resistance exercise alleviate skeletal muscle atrophy through IGF-1/IGF-1R-PI3K/Akt pathway in mice with myocardial infarction","Feng L, Li B, Xi Y, Cai M, Tian Z.","Am J Physiol Cell Physiol. 2022 Feb 1;322(2):C164-C176. doi: 10.1152/ajpcell.00344.2021. Epub 2021 Dec 1.","Feng L","Am J Physiol Cell Physiol","2022","2021/12/01","","","10.1152/ajpcell.00344.2021"
"33836754","A novel protein encoded by circMAPK1 inhibits progression of gastric cancer by suppressing activation of MAPK signaling","Jiang T, Xia Y, Lv J, Li B, Li Y, Wang S, Xuan Z, Xie L, Qiu S, He Z, Wang L, Xu Z.","Mol Cancer. 2021 Apr 9;20(1):66. doi: 10.1186/s12943-021-01358-y.","Jiang T","Mol Cancer","2021","2021/04/10","PMC8034133","","10.1186/s12943-021-01358-y"
"30927924","Circular RNA AKT3 upregulates PIK3R1 to enhance cisplatin resistance in gastric cancer via miR-198 suppression","Huang X, Li Z, Zhang Q, Wang W, Li B, Wang L, Xu Z, Zeng A, Zhang X, Zhang X, He Z, Li Q, Sun G, Wang S, Li Q, Wang L, Zhang L, Xu H, Xu Z.","Mol Cancer. 2019 Mar 30;18(1):71. doi: 10.1186/s12943-019-0969-3.","Huang X","Mol Cancer","2019","2019/04/01","PMC6441201","","10.1186/s12943-019-0969-3"
"32892147","Surmounting cancer drug resistance: New insights from the perspective of N(6)-methyladenosine RNA modification","Li B, Jiang J, Assaraf YG, Xiao H, Chen ZS, Huang C.","Drug Resist Updat. 2020 Dec;53:100720. doi: 10.1016/j.drup.2020.100720. Epub 2020 Aug 20.","Li B","Drug Resist Updat","2020","2020/09/06","","","10.1016/j.drup.2020.100720"
"34948430","The VirB System Plays a Crucial Role in Brucella Intracellular Infection","Xiong X, Li B, Zhou Z, Gu G, Li M, Liu J, Jiao H.","Int J Mol Sci. 2021 Dec 20;22(24):13637. doi: 10.3390/ijms222413637.","Xiong X","Int J Mol Sci","2021","2021/12/24","PMC8707931","","10.3390/ijms222413637"
"34156450","Identification and Validation of Plasma Metabolomic Signatures in Precancerous Gastric Lesions That Progress to Cancer","Huang S, Guo Y, Li ZW, Shui G, Tian H, Li BW, Kadeerhan G, Li ZX, Li X, Zhang Y, Zhou T, You WC, Pan KF, Li WQ.","JAMA Netw Open. 2021 Jun 1;4(6):e2114186. doi: 10.1001/jamanetworkopen.2021.14186.","Huang S","JAMA Netw Open","2021","2021/06/22","PMC8220475","","10.1001/jamanetworkopen.2021.14186"
"34158670","A multi-omics investigation of the composition and function of extracellular vesicles along the temporal trajectory of COVID-19","Lam SM, Zhang C, Wang Z, Ni Z, Zhang S, Yang S, Huang X, Mo L, Li J, Lee B, Mei M, Huang L, Shi M, Xu Z, Meng FP, Cao WJ, Zhou MJ, Shi L, Chua GH, Li B, Cao J, Wang J, Bao S, Wang Y, Song JW, Zhang F, Wang FS, Shui G.","Nat Metab. 2021 Jul;3(7):909-922. doi: 10.1038/s42255-021-00425-4. Epub 2021 Jun 22.","Lam SM","Nat Metab","2021","2021/06/23","","","10.1038/s42255-021-00425-4"
"34402193","Key sunitinib-related biomarkers for renal cell carcinoma","Peng Y, Dong S, Song Y, Hou D, Wang L, Li B, Wang H.","Cancer Med. 2021 Oct;10(19):6917-6930. doi: 10.1002/cam4.4206. Epub 2021 Aug 17.","Peng Y","Cancer Med","2021","2021/08/17","PMC8495283","","10.1002/cam4.4206"
"34044317","Single-cell profiling of tumor-infiltrating TCF1/TCF7(+) T cells reveals a T lymphocyte subset associated with tertiary lymphoid structures/organs and a superior prognosis in oral cancer","Peng Y, Xiao L, Rong H, Ou Z, Cai T, Liu N, Li B, Zhang L, Wu F, Lan T, Lin X, Li Q, Ren S, Fan S, Li J.","Oral Oncol. 2021 Aug;119:105348. doi: 10.1016/j.oraloncology.2021.105348. Epub 2021 May 25.","Peng Y","Oral Oncol","2021","2021/05/27","","","10.1016/j.oraloncology.2021.105348"
"35614989","Retraction Notice to: miR-3174 Contributes to Apoptosis and Autophagic Cell Death Defects in Gastric Cancer Cells by Targeting ARHGAP10","Li B, Wang L, Li Z, Wang W, Zhi X, Huang X, Zhang Q, Chen Z, Zhang X, He Z, Xu J, Zhang L, Xu H, Zhang D, Xu Z.","Mol Ther Nucleic Acids. 2022 May 10;28:591. doi: 10.1016/j.omtn.2022.05.009. eCollection 2022 Jun 14.","Li B","Mol Ther Nucleic Acids","2022","2022/05/26","PMC9108523","","10.1016/j.omtn.2022.05.009"
"34611143","Circular RNA UBE2Q2 promotes malignant progression of gastric cancer by regulating signal transducer and activator of transcription 3-mediated autophagy and glycolysis","Yang J, Zhang X, Cao J, Xu P, Chen Z, Wang S, Li B, Zhang L, Xie L, Fang L, Xu Z.","Cell Death Dis. 2021 Oct 5;12(10):910. doi: 10.1038/s41419-021-04216-3.","Yang J","Cell Death Dis","2021","2021/10/06","PMC8492724","","10.1038/s41419-021-04216-3"
"32632113","Galectin-9 promotes a suppressive microenvironment in human cancer by enhancing STING degradation","Zhang CX, Huang DJ, Baloche V, Zhang L, Xu JX, Li BW, Zhao XR, He J, Mai HQ, Chen QY, Zhang XS, Busson P, Cui J, Li J.","Oncogenesis. 2020 Jul 6;9(7):65. doi: 10.1038/s41389-020-00248-0.","Zhang CX","Oncogenesis","2020","2020/07/08","PMC7338349","","10.1038/s41389-020-00248-0"
"34088337","LINC00511 drives invasive behavior in hepatocellular carcinoma by regulating exosome secretion and invadopodia formation","Peng X, Li X, Yang S, Huang M, Wei S, Ma Y, Li Y, Wu B, Jin H, Li B, Tang S, Fan Q, Liu J, Yang L, Li H.","J Exp Clin Cancer Res. 2021 Jun 4;40(1):183. doi: 10.1186/s13046-021-01990-y.","Peng X","J Exp Clin Cancer Res","2021","2021/06/05","PMC8176717","","10.1186/s13046-021-01990-y"
"34952201","PHLDB2 Mediates Cetuximab Resistance via Interacting With EGFR in Latent Metastasis of Colorectal Cancer","Luo M, Huang Z, Yang X, Chen Y, Jiang J, Zhang L, Zhou L, Qin S, Jin P, Fu S, Peng L, Li B, Fang Y, Pu W, Gong Y, Liu Y, Ren Z, Liu QL, Wang C, Xiao F, He D, Zhang H, Li C, Xu H, Dai L, Peng Y, Zhou ZG, Huang C, Chen HN.","Cell Mol Gastroenterol Hepatol. 2022;13(4):1223-1242. doi: 10.1016/j.jcmgh.2021.12.011. Epub 2021 Dec 22.","Luo M","Cell Mol Gastroenterol Hepatol","2022","2021/12/24","PMC8881668","","10.1016/j.jcmgh.2021.12.011"
"35032557","N(6)-methyladenosine modification regulates imatinib resistance of gastrointestinal stromal tumor by enhancing the expression of multidrug transporter MRP1","Xu K, Zhang Q, Chen M, Li B, Wang N, Li C, Gao Z, Zhang D, Yang L, Xu Z, Li X, Xu H.","Cancer Lett. 2022 Apr 1;530:85-99. doi: 10.1016/j.canlet.2022.01.008. Epub 2022 Jan 13.","Xu K","Cancer Lett","2022","2022/01/15","","","10.1016/j.canlet.2022.01.008"
"33731207","CircFAM73A promotes the cancer stem cell-like properties of gastric cancer through the miR-490-3p/HMGA2 positive feedback loop and HNRNPK-mediated β-catenin stabilization","Xia Y, Lv J, Jiang T, Li B, Li Y, He Z, Xuan Z, Sun G, Wang S, Li Z, Wang W, Wang L, Xu Z.","J Exp Clin Cancer Res. 2021 Mar 17;40(1):103. doi: 10.1186/s13046-021-01896-9.","Xia Y","J Exp Clin Cancer Res","2021","2021/03/18","PMC7972245","","10.1186/s13046-021-01896-9"
"33811153","A Pan-Histone Deacetylase Inhibitor Enhances the Antitumor Activity of B7-H3-Specific CAR T Cells in Solid Tumors","Lei X, Ou Z, Yang Z, Zhong J, Zhu Y, Tian J, Wu J, Deng H, Lin X, Peng Y, Li B, He L, Tu Z, Chen W, Li Q, Liu N, Zhang H, Wang Z, Fang Z, Yamada T, Lv X, Tian T, Pan G, Wu F, Xiao L, Zhang L, Cai T, Wang X, Tannous BA, Li J, Kontos F, Ferrone S, Fan S.","Clin Cancer Res. 2021 Jul 1;27(13):3757-3771. doi: 10.1158/1078-0432.CCR-20-2487. Epub 2021 Apr 2.","Lei X","Clin Cancer Res","2021","2021/04/03","PMC8722110","NIHMS1691682","10.1158/1078-0432.CCR-20-2487"
"34547701","Dietary serine supplementation: Friend or foe?","Jiang J, Li B, He W, Huang C.","Curr Opin Pharmacol. 2021 Dec;61:12-20. doi: 10.1016/j.coph.2021.08.011. Epub 2021 Sep 20.","Jiang J","Curr Opin Pharmacol","2021","2021/09/21","","","10.1016/j.coph.2021.08.011"
"34535770","miR-151a-3p-rich small extracellular vesicles derived from gastric cancer accelerate liver metastasis via initiating a hepatic stemness-enhancing niche","Li B, Xia Y, Lv J, Wang W, Xuan Z, Chen C, Jiang T, Fang L, Wang L, Li Z, He Z, Li Q, Xie L, Qiu S, Zhang L, Zhang D, Xu H, Xu Z.","Oncogene. 2021 Oct;40(43):6180-6194. doi: 10.1038/s41388-021-02011-0. Epub 2021 Sep 17.","Li B","Oncogene","2021","2021/09/18","","","10.1038/s41388-021-02011-0"
"33538047","Reprogramming the Tumor Microenvironment through Second-Near-Infrared-Window Photothermal Genome Editing of PD-L1 Mediated by Supramolecular Gold Nanorods for Enhanced Cancer Immunotherapy","Tang H, Xu X, Chen Y, Xin H, Wan T, Li B, Pan H, Li D, Ping Y.","Adv Mater. 2021 Mar;33(12):e2006003. doi: 10.1002/adma.202006003. Epub 2021 Feb 4.","Tang H","Adv Mater","2021","2021/02/04","","","10.1002/adma.202006003"
"34721416","Lactobacillus plantarum CCFM1143 Alleviates Chronic Diarrhea via Inflammation Regulation and Gut Microbiota Modulation: A Double-Blind, Randomized, Placebo-Controlled Study","Yang B, Yue Y, Chen Y, Ding M, Li B, Wang L, Wang Q, Stanton C, Ross RP, Zhao J, Zhang H, Chen W.","Front Immunol. 2021 Oct 15;12:746585. doi: 10.3389/fimmu.2021.746585. eCollection 2021.","Yang B","Front Immunol","2021","2021/11/01","PMC8555466","","10.3389/fimmu.2021.746585"
"36528756","N(6)-methyladenosine-modified USP13 induces pro-survival autophagy and imatinib resistance via regulating the stabilization of autophagy-related protein 5 in gastrointestinal stromal tumors","Gao Z, Li C, Sun H, Bian Y, Cui Z, Wang N, Wang Z, Yang Y, Liu Z, He Z, Li B, Li F, Li Z, Wang L, Zhang D, Yang L, Xu Z, Li X, Xu H.","Cell Death Differ. 2022 Dec 17. doi: 10.1038/s41418-022-01107-8. Online ahead of print.","Gao Z","Cell Death Differ","2022","2022/12/17","","","10.1038/s41418-022-01107-8"
"35697929","Nickel-catalysed asymmetric hydrogenation of oximes","Li B, Chen J, Liu D, Gridnev ID, Zhang W.","Nat Chem. 2022 Aug;14(8):920-927. doi: 10.1038/s41557-022-00971-8. Epub 2022 Jun 13.","Li B","Nat Chem","2022","2022/06/13","","","10.1038/s41557-022-00971-8"
"35740025","Antioxidant Therapy in Cancer: Rationale and Progress","Luo M, Zhou L, Huang Z, Li B, Nice EC, Xu J, Huang C.","Antioxidants (Basel). 2022 Jun 8;11(6):1128. doi: 10.3390/antiox11061128.","Luo M","Antioxidants (Basel)","2022","2022/06/24","PMC9220137","","10.3390/antiox11061128"
"35697698","A database of anti-coronavirus peptides","Zhang Q, Chen X, Li B, Lu C, Yang S, Long J, Chen H, Huang J, He B.","Sci Data. 2022 Jun 13;9(1):294. doi: 10.1038/s41597-022-01394-3.","Zhang Q","Sci Data","2022","2022/06/13","PMC9192597","","10.1038/s41597-022-01394-3"
"34297559","Fish Ingest Microplastics Unintentionally","Li B, Liang W, Liu QX, Fu S, Ma C, Chen Q, Su L, Craig NJ, Shi H.","Environ Sci Technol. 2021 Aug 3;55(15):10471-10479. doi: 10.1021/acs.est.1c01753. Epub 2021 Jul 23.","Li B","Environ Sci Technol","2021","2021/07/23","","","10.1021/acs.est.1c01753"
"35631959","Hydrophobic Modification of Wood Using Tetramethylcyclotetrasiloxane","Tang M, Fang X, Li B, Xu M, Wang H, Cai S.","Polymers (Basel). 2022 May 19;14(10):2077. doi: 10.3390/polym14102077.","Tang M","Polymers (Basel)","2022","2022/05/28","PMC9144661","","10.3390/polym14102077"
"36558995","Exploiting Polyphenol-Mediated Redox Reorientation in Cancer Therapy","Li L, Jin P, Guan Y, Luo M, Wang Y, He B, Li B, He K, Cao J, Huang C, Li J, Shen Z.","Pharmaceuticals (Basel). 2022 Dec 12;15(12):1540. doi: 10.3390/ph15121540.","Li L","Pharmaceuticals (Basel)","2022","2022/12/23","PMC9787032","","10.3390/ph15121540"
"32919362","The prognostic value of TMB and the relationship between TMB and immune infiltration in head and neck squamous cell carcinoma: A gene expression-based study","Zhang L, Li B, Peng Y, Wu F, Li Q, Lin Z, Xie S, Xiao L, Lin X, Ou Z, Cai T, Rong H, Fan S, Li J.","Oral Oncol. 2020 Nov;110:104943. doi: 10.1016/j.oraloncology.2020.104943. Epub 2020 Sep 9.","Zhang L","Oral Oncol","2020","2020/09/12","","","10.1016/j.oraloncology.2020.104943"
"35802381","Enhanced Contrast of WO(3)-Based Smart Windows by Continuous Li-Ion Insertion and Metal Electroplating","Hu C, Li L, Zhou J, Li B, Zhao S, Zou C.","ACS Appl Mater Interfaces. 2022 Jul 20;14(28):32253-32260. doi: 10.1021/acsami.2c07546. Epub 2022 Jul 8.","Hu C","ACS Appl Mater Interfaces","2022","2022/07/08","","","10.1021/acsami.2c07546"
"34156254","Visible-Light-Induced Trifluoromethylation of Allylic Alcohols","Li B, Zeng W, Wang L, Geng Z, Loh TP, Xie P.","Org Lett. 2021 Jul 2;23(13):5235-5240. doi: 10.1021/acs.orglett.1c01767. Epub 2021 Jun 22.","Li B","Org Lett","2021","2021/06/22","","","10.1021/acs.orglett.1c01767"
"35638157","Mesoporous Polyimide-Linked Covalent Organic Framework with Multiple Redox-Active Sites for High-Performance Cathodic Li Storage","Yang X, Gong L, Liu X, Zhang P, Li B, Qi D, Wang K, He F, Jiang J.","Angew Chem Int Ed Engl. 2022 Aug 1;61(31):e202207043. doi: 10.1002/anie.202207043. Epub 2022 Jun 15.","Yang X","Angew Chem Int Ed Engl","2022","2022/05/31","","","10.1002/anie.202207043"
"36497043","Current Perspectives of Neuroendocrine Regulation in Liver Fibrosis","Li B, Wang H, Zhang Y, Liu Y, Zhou T, Zhou B, Zhang Y, Chen R, Xing J, He L, Salinas JM, Koyama S, Meng F, Wan Y.","Cells. 2022 Nov 26;11(23):3783. doi: 10.3390/cells11233783.","Li B","Cells","2022","2022/12/11","PMC9736734","","10.3390/cells11233783"
"30160321","Architecture and Preparation of Hollow Catalytic Devices","Li B, Zeng HC.","Adv Mater. 2019 Sep;31(38):e1801104. doi: 10.1002/adma.201801104. Epub 2018 Aug 30.","Li B","Adv Mater","2019","2018/08/31","","","10.1002/adma.201801104"
"32287018","Steady-State Design of Large-Dimensional Boolean Networks","Zhong J, Li B, Liu Y, Lu J, Gui W.","IEEE Trans Neural Netw Learn Syst. 2021 Mar;32(3):1149-1161. doi: 10.1109/TNNLS.2020.2980632. Epub 2021 Mar 1.","Zhong J","IEEE Trans Neural Netw Learn Syst","2021","2020/04/15","","","10.1109/TNNLS.2020.2980632"
"29119155","Cooperative bimetallic catalysis in asymmetric allylic substitution","Fu J, Huo X, Li B, Zhang W.","Org Biomol Chem. 2017 Nov 29;15(46):9747-9759. doi: 10.1039/c7ob02476b.","Fu J","Org Biomol Chem","2017","2017/11/10","","","10.1039/c7ob02476b"
"36123216","Variation of the right upper lobe vein","Li B, Li Z, Duan G, Zhang X.","Asian J Surg. 2022 Sep 16:S1015-9584(22)01264-7. doi: 10.1016/j.asjsur.2022.08.130. Online ahead of print.","Li B","Asian J Surg","2022","2022/09/19","","","10.1016/j.asjsur.2022.08.130"
"35716972","Harnessing redox signaling to overcome therapeutic-resistant cancer dormancy","Qin S, Li B, Ming H, Nice EC, Zou B, Huang C.","Biochim Biophys Acta Rev Cancer. 2022 Jul;1877(4):188749. doi: 10.1016/j.bbcan.2022.188749. Epub 2022 Jun 15.","Qin S","Biochim Biophys Acta Rev Cancer","2022","2022/06/18","","","10.1016/j.bbcan.2022.188749"
"35932328","Microbiota-assisted therapy for systemic inflammatory arthritis: advances and mechanistic insights","Li B, Yang B, Liu X, Zhao J, Ross RP, Stanton C, Zhang H, Chen W.","Cell Mol Life Sci. 2022 Aug 6;79(9):470. doi: 10.1007/s00018-022-04498-6.","Li B","Cell Mol Life Sci","2022","2022/08/06","","","10.1007/s00018-022-04498-6"
"34141705","Rab GTPases: Central Coordinators of Membrane Trafficking in Cancer","Jin H, Tang Y, Yang L, Peng X, Li B, Fan Q, Wei S, Yang S, Li X, Wu B, Huang M, Tang S, Liu J, Li H.","Front Cell Dev Biol. 2021 Jun 1;9:648384. doi: 10.3389/fcell.2021.648384. eCollection 2021.","Jin H","Front Cell Dev Biol","2021","2021/06/18","PMC8204108","","10.3389/fcell.2021.648384"
"35166176","Distribution and translocation of micro- and nanoplastics in fish","Ma C, Chen Q, Li J, Li B, Liang W, Su L, Shi H.","Crit Rev Toxicol. 2021 Oct;51(9):740-753. doi: 10.1080/10408444.2021.2024495. Epub 2022 Feb 15.","Ma C","Crit Rev Toxicol","2021","2022/02/15","","","10.1080/10408444.2021.2024495"
"35466865","Recent Advances in Acid-sensitive Ion Channels in Central Nervous System Diseases","Zhu Y, Hu X, Wang L, Zhang J, Pan X, Li Y, Cao R, Li B, Lin H, Wang Y, Zuo L, Huang Y.","Curr Pharm Des. 2022;28(17):1406-1411. doi: 10.2174/1381612828666220422084159.","Zhu Y","Curr Pharm Des","2022","2022/04/25","","","10.2174/1381612828666220422084159"
"34685686","Redox Control of the Dormant Cancer Cell Life Cycle","Li B, Huang Y, Ming H, Nice EC, Xuan R, Huang C.","Cells. 2021 Oct 9;10(10):2707. doi: 10.3390/cells10102707.","Li B","Cells","2021","2021/10/23","PMC8535080","","10.3390/cells10102707"
"30981763","Tumor organoids: From inception to future in cancer research","Yang L, Yang S, Li X, Li B, Li Y, Zhang X, Ma Y, Peng X, Jin H, Fan Q, Wei S, Liu J, Li H.","Cancer Lett. 2019 Jul 10;454:120-133. doi: 10.1016/j.canlet.2019.04.005. Epub 2019 Apr 11.","Yang L","Cancer Lett","2019","2019/04/15","","","10.1016/j.canlet.2019.04.005"
"30226404","The potential of biomimetic nanoparticles for tumor-targeted drug delivery","Li B, Wang F, Gui L, He Q, Yao Y, Chen H.","Nanomedicine (Lond). 2018 Aug;13(16):2099-2118. doi: 10.2217/nnm-2018-0017. Epub 2018 Sep 18.","Li B","Nanomedicine (Lond)","2018","2018/09/19","","","10.2217/nnm-2018-0017"
"34327903","[Ligands of TetR family transcriptional regulators: a review]","Wu P, Li B, Chen K, Wu H, Zhang B.","Sheng Wu Gong Cheng Xue Bao. 2021 Jul 25;37(7):2379-2392. doi: 10.13345/j.cjb.200503.","Wu P","Sheng Wu Gong Cheng Xue Bao","2021","2021/07/30","","","10.13345/j.cjb.200503"
"33485579","High-coverage lipidomics for functional lipid and pathway analyses","Lam SM, Wang Z, Li B, Shui G.","Anal Chim Acta. 2021 Feb 22;1147:199-210. doi: 10.1016/j.aca.2020.11.024. Epub 2020 Nov 25.","Lam SM","Anal Chim Acta","2021","2021/01/24","","","10.1016/j.aca.2020.11.024"
"35730962","Mycobiome Dysbiosis in Women with Intrauterine Adhesions","Liu NN, Zhao X, Tan JC, Liu S, Li BW, Xu WX, Peng L, Gu P, Li W, Shapiro R, Zheng X, Zhao W, Jiang YG, Chen D, Xu D, Wang H.","Microbiol Spectr. 2022 Aug 31;10(4):e0132422. doi: 10.1128/spectrum.01324-22. Epub 2022 Jun 22.","Liu NN","Microbiol Spectr","2022","2022/06/22","PMC9431258","","10.1128/spectrum.01324-22"
"31958203","Nickel-Catalyzed Asymmetric Hydrogenation of 2-Amidoacrylates","Hu Y, Chen J, Li B, Zhang Z, Gridnev ID, Zhang W.","Angew Chem Int Ed Engl. 2020 Mar 23;59(13):5371-5375. doi: 10.1002/anie.201916534. Epub 2020 Feb 6.","Hu Y","Angew Chem Int Ed Engl","2020","2020/01/21","","","10.1002/anie.201916534"
"33988385","Dehydrative Allylation of Alkenyl sp(2) C-H Bonds","Cai X, Xing H, Qiu J, Li B, Xie P.","Org Lett. 2021 Jun 4;23(11):4368-4373. doi: 10.1021/acs.orglett.1c01309. Epub 2021 May 14.","Cai X","Org Lett","2021","2021/05/14","","","10.1021/acs.orglett.1c01309"
"30931624","Antioxidant and anti-inflammatory constituents from Flos populi","Hou Y, Zhang G, Li M, Li B, Chen L, Tian Y, Liu S, Li B, Dong J.","Nat Prod Res. 2021 Feb;35(4):570-578. doi: 10.1080/14786419.2019.1586702. Epub 2019 Mar 31.","Hou Y","Nat Prod Res","2021","2019/04/02","","","10.1080/14786419.2019.1586702"
"35155487","Metabolomics-Based Frailty Biomarkers in Older Chinese Adults","Pan Y, Li Y, Liu P, Zhang Y, Li B, Liu Z, Shui G, Ma L.","Front Med (Lausanne). 2022 Jan 26;8:830723. doi: 10.3389/fmed.2021.830723. eCollection 2021.","Pan Y","Front Med (Lausanne)","2022","2022/02/14","PMC8825494","","10.3389/fmed.2021.830723"
"35620395","The Emerging Roles and Therapeutic Implications of Epigenetic Modifications in Ovarian Cancer","Wang Y, Huang Z, Li B, Liu L, Huang C.","Front Endocrinol (Lausanne). 2022 May 10;13:863541. doi: 10.3389/fendo.2022.863541. eCollection 2022.","Wang Y","Front Endocrinol (Lausanne)","2022","2022/05/27","PMC9127157","","10.3389/fendo.2022.863541"
"35695019","Indications and effects of biological agents in the treatment of noninfectious uveitis","Li B, Yang L, Bai F, Tong B, Liu X.","Immunotherapy. 2022 Aug;14(12):985-994. doi: 10.2217/imt-2021-0303. Epub 2022 Jun 13.","Li B","Immunotherapy","2022","2022/06/13","","","10.2217/imt-2021-0303"
"35658271","Pulmonary cryptococcosis mimicking lung cancer: 3 case report","Xin Z, Li B, Xue W, Lin W, Zhao Q, Zhang X.","Int J Surg Case Rep. 2022 May;94:106973. doi: 10.1016/j.ijscr.2022.106973. Epub 2022 Apr 1.","Xin Z","Int J Surg Case Rep","2022","2022/06/05","PMC9093010","","10.1016/j.ijscr.2022.106973"
"35148111","Long-Lived Color-Tunable Room-Temperature Phosphorescence of Boron-Doped Carbon Dots","Li T, Wu C, Yang M, Li B, Yan X, Zhu X, Yu H, Hu M, Yang J.","Langmuir. 2022 Feb 22;38(7):2287-2293. doi: 10.1021/acs.langmuir.1c02973. Epub 2022 Feb 11.","Li T","Langmuir","2022","2022/02/11","","","10.1021/acs.langmuir.1c02973"
