PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33753684","Maternal mental health and its determinants - A community-based cross-sectional study in Aligarh, Uttar Pradesh","Naaz N, Mehnaz S, Ansari MA, Amir A.","Indian J Public Health. 2021 Jan-Mar;65(1):16-21. doi: 10.4103/ijph.IJPH_193_20.","Naaz N","Indian J Public Health","2021","2021/03/23","","","10.4103/ijph.IJPH_193_20"
"34265879","Validation of Unani concept of Abadāl-i-Adwiya (drug substitution) by physicochemical standardization and hepatoprotective activity of Aristolochia rotunda Linn. and its substitute Curcuma Zedoaria Rosc. in albino Wistar rats","Ansari AP, Sana SH, Dar MY, Goswami P, Ahmed NZ.","J Complement Integr Med. 2021 Jul 15;19(4):913-920. doi: 10.1515/jcim-2020-0378. eCollection 2022 Dec 1.","Ansari AP","J Complement Integr Med","2021","2021/07/15","","","10.1515/jcim-2020-0378"
"18085073","Reducing resistance against polio drops","Ansari MA, Khan Z, Khan IM.","J R Soc Promot Health. 2007 Nov;127(6):276-9. doi: 10.1177/1466424007083705.","Ansari MA","J R Soc Promot Health","2007","2007/12/19","","","10.1177/1466424007083705"
"26286112","Gene looping facilitates TFIIH kinase-mediated termination of transcription","Medler S, Ansari A.","Sci Rep. 2015 Aug 19;5:12586. doi: 10.1038/srep12586.","Medler S","Sci Rep","2015","2015/08/20","PMC4541409","","10.1038/srep12586"
"28761171","Genomewide Analysis of Clp1 Function in Transcription in Budding Yeast","Al-Husini N, Sharifi A, Mousavi SA, Chitsaz H, Ansari A.","Sci Rep. 2017 Jul 31;7(1):6894. doi: 10.1038/s41598-017-07062-6.","Al-Husini N","Sci Rep","2017","2017/08/02","PMC5537279","","10.1038/s41598-017-07062-6"
"19269325","Detection of gene loops by 3C in yeast","Singh BN, Ansari A, Hampsey M.","Methods. 2009 Aug;48(4):361-7. doi: 10.1016/j.ymeth.2009.02.018. Epub 2009 Mar 6.","Singh BN","Methods","2009","2009/03/10","PMC2761752","NIHMS140697","10.1016/j.ymeth.2009.02.018"
"27058790","Regulated Formation of lncRNA-DNA Hybrids Enables Faster Transcriptional Induction and Environmental Adaptation","Cloutier SC, Wang S, Ma WK, Al Husini N, Dhoondia Z, Ansari A, Pascuzzi PE, Tran EJ.","Mol Cell. 2016 Apr 7;62(1):148. doi: 10.1016/j.molcel.2016.03.012.","Cloutier SC","Mol Cell","2016","2016/04/09","","","10.1016/j.molcel.2016.03.012"
"32885724","Safety of day-case endovascular interventions for peripheral arterial disease in a rural, underserved area","Ansari A, Shah MA, Shah MA, Ansari Z.","Ther Adv Cardiovasc Dis. 2020 Jan-Dec;14:1753944720948651. doi: 10.1177/1753944720948651.","Ansari A","Ther Adv Cardiovasc Dis","2020","2020/09/05","PMC7475785","","10.1177/1753944720948651"
"27152651","Enhancement of Transcription by a Splicing-Competent Intron Is Dependent on Promoter Directionality","Agarwal N, Ansari A.","PLoS Genet. 2016 May 6;12(5):e1006047. doi: 10.1371/journal.pgen.1006047. eCollection 2016 May.","Agarwal N","PLoS Genet","2016","2016/05/07","PMC4859611","","10.1371/journal.pgen.1006047"
"21921038","Novel role for mediator complex subunit Srb5/Med18 in termination of transcription","Mukundan B, Ansari A.","J Biol Chem. 2011 Oct 28;286(43):37053-7. doi: 10.1074/jbc.C111.295915. Epub 2011 Sep 14.","Mukundan B","J Biol Chem","2011","2011/09/17","PMC3199451","","10.1074/jbc.C111.295915"
"26833086","Regulated Formation of lncRNA-DNA Hybrids Enables Faster Transcriptional Induction and Environmental Adaptation","Cloutier SC, Wang S, Ma WK, Al Husini N, Dhoondia Z, Ansari A, Pascuzzi PE, Tran EJ.","Mol Cell. 2016 Feb 4;61(3):393-404. doi: 10.1016/j.molcel.2015.12.024. Epub 2016 Jan 28.","Cloutier SC","Mol Cell","2016","2016/02/03","PMC4744127","NIHMS748935","10.1016/j.molcel.2015.12.024"
"28362387","Analysis of Termination of Transcription Using BrUTP-strand-specific Transcription Run-on (TRO) Approach","Dhoondia Z, Tarockoff R, Alhusini N, Medler S, Agarwal N, Ansari A.","J Vis Exp. 2017 Mar 12;(121):55446. doi: 10.3791/55446.","Dhoondia Z","J Vis Exp","2017","2017/04/01","PMC5408991","","10.3791/55446"
"23476016","Srb5/Med18-mediated termination of transcription is dependent on gene looping","Mukundan B, Ansari A.","J Biol Chem. 2013 Apr 19;288(16):11384-94. doi: 10.1074/jbc.M112.446773. Epub 2013 Mar 8.","Mukundan B","J Biol Chem","2013","2013/03/12","PMC3630880","","10.1074/jbc.M112.446773"
"22586116","Role for gene looping in intron-mediated enhancement of transcription","Moabbi AM, Agarwal N, El Kaderi B, Ansari A.","Proc Natl Acad Sci U S A. 2012 May 29;109(22):8505-10. doi: 10.1073/pnas.1112400109. Epub 2012 May 14.","Moabbi AM","Proc Natl Acad Sci U S A","2012","2012/05/16","PMC3365183","","10.1073/pnas.1112400109"
"22279255","Lifestyle and gallstone disease: scope for primary prevention","Sachdeva S, Khan Z, Ansari MA, Khalique N, Anees A.","Indian J Community Med. 2011 Oct;36(4):263-7. doi: 10.4103/0970-0218.91327.","Sachdeva S","Indian J Community Med","2011","2012/01/27","PMC3263145","","10.4103/0970-0218.91327"
"31304538","RNA polymerase II plays an active role in the formation of gene loops through the Rpb4 subunit","Allepuz-Fuster P, O'Brien MJ, González-Polo N, Pereira B, Dhoondia Z, Ansari A, Calvo O.","Nucleic Acids Res. 2019 Sep 26;47(17):8975-8987. doi: 10.1093/nar/gkz597.","Allepuz-Fuster P","Nucleic Acids Res","2019","2019/07/16","PMC6753479","","10.1093/nar/gkz597"
"22968842","Analysis of interactions between genomic loci through Chromosome Conformation Capture (3C)","El Kaderi B, Medler S, Ansari A.","Curr Protoc Cell Biol. 2012 Sep;Chapter 22:Unit22.15. doi: 10.1002/0471143030.cb2215s56.","El Kaderi B","Curr Protoc Cell Biol","2012","2012/09/13","","","10.1002/0471143030.cb2215s56"
"23966880","A role for CF1A 3' end processing complex in promoter-associated transcription","Al Husini N, Kudla P, Ansari A.","PLoS Genet. 2013;9(8):e1003722. doi: 10.1371/journal.pgen.1003722. Epub 2013 Aug 15.","Al Husini N","PLoS Genet","2013","2013/08/23","PMC3744418","","10.1371/journal.pgen.1003722"
"15883161","Alpha-kinase 1, a new component in apical protein transport","Heine M, Cramm-Behrens CI, Ansari A, Chu HP, Ryazanov AG, Naim HY, Jacob R.","J Biol Chem. 2005 Jul 8;280(27):25637-43. doi: 10.1074/jbc.M502265200. Epub 2005 May 9.","Heine M","J Biol Chem","2005","2005/05/11","","","10.1074/jbc.M502265200"
"22529541","All Slums are Not Equal: Maternal Health Conditions Among Two Urban Slum Dwellers","Khan Z, Mehnaz S, Siddiqui AR, Ansari A, Khalil S, Sachdeva S.","Indian J Community Med. 2012 Jan;37(1):50-6. doi: 10.4103/0970-0218.94027.","Khan Z","Indian J Community Med","2012","2012/04/25","PMC3326809","","10.4103/0970-0218.94027"
"28511414","A Community Based Study on Pelvic Inflammatory Disease in Postmenopausal Females: Microbiological Spectrum and Socio-Demographic Correlates","Khan S, Ansari MA, Vasenwala SM, Mohsin Z.","J Clin Diagn Res. 2017 Mar;11(3):LC05-LC10. doi: 10.7860/JCDR/2017/24559.9433. Epub 2017 Mar 1.","Khan S","J Clin Diagn Res","2017","2017/05/18","PMC5427340","","10.7860/JCDR/2017/24559.9433"
"19602510","Gene looping is conferred by activator-dependent interaction of transcription initiation and termination machineries","El Kaderi B, Medler S, Raghunayakula S, Ansari A.","J Biol Chem. 2009 Sep 11;284(37):25015-25. doi: 10.1074/jbc.M109.007948. Epub 2009 Jul 14.","El Kaderi B","J Biol Chem","2009","2009/07/16","PMC2757206","","10.1074/jbc.M109.007948"
"20212058","Routine immunization coverage in underserved children of Aligarh (India): an effort with UNICEF","Athar Ansari M, Khan Z.","J Child Health Care. 2010 Jun;14(2):142-50. doi: 10.1177/1367493509355615. Epub 2010 Mar 8.","Athar Ansari M","J Child Health Care","2010","2010/03/10","","","10.1177/1367493509355615"
"16319194","A role for the CPF 3'-end processing machinery in RNAP II-dependent gene looping","Ansari A, Hampsey M.","Genes Dev. 2005 Dec 15;19(24):2969-78. doi: 10.1101/gad.1362305. Epub 2005 Nov 30.","Ansari A","Genes Dev","2005","2005/12/02","PMC1315401","","10.1101/gad.1362305"
"12417731","Esc1, a nuclear periphery protein required for Sir4-based plasmid anchoring and partitioning","Andrulis ED, Zappulla DC, Ansari A, Perrod S, Laiosa CV, Gartenberg MR, Sternglanz R.","Mol Cell Biol. 2002 Dec;22(23):8292-301. doi: 10.1128/MCB.22.23.8292-8301.2002.","Andrulis ED","Mol Cell Biol","2002","2002/11/06","PMC134074","","10.1128/MCB.22.23.8292-8301.2002"
"29417001","Locomotor problems among rural elderly population in a District of Aligarh, North India","Maroof M, Ahmad A, Khalique N, Ansari MA.","J Family Med Prim Care. 2017 Jul-Sep;6(3):522-525. doi: 10.4103/2249-4863.222055.","Maroof M","J Family Med Prim Care","2017","2018/02/09","PMC5787948","","10.4103/2249-4863.222055"
"20049311","Prevalence of hepatitis C virus in aligarh: a seven year experience","Siddiqui FA, Akhtar K, Sherwani RK, Rehman K, Alam F, Ansari A.","Indian J Community Med. 2009 Jul;34(3):264-5. doi: 10.4103/0970-0218.55299.","Siddiqui FA","Indian J Community Med","2009","2010/01/06","PMC2800913","","10.4103/0970-0218.55299"
"22975332","A multicenter experience evaluating chronic total occlusion crossing with the Wildcat catheter (the CONNECT study)","Pigott JP, Raja ML, Davis T; Connect Trial Investigators.","J Vasc Surg. 2012 Dec;56(6):1615-21. doi: 10.1016/j.jvs.2012.06.071. Epub 2012 Sep 11.","Pigott JP","J Vasc Surg","2012","2012/09/15","","","10.1016/j.jvs.2012.06.071"
"21835917","Evidence for a complex of transcription factor IIB with poly(A) polymerase and cleavage factor 1 subunits required for gene looping","Medler S, Al Husini N, Raghunayakula S, Mukundan B, Aldea A, Ansari A.","J Biol Chem. 2011 Sep 30;286(39):33709-18. doi: 10.1074/jbc.M110.193870. Epub 2011 Aug 11.","Medler S","J Biol Chem","2011","2011/08/13","PMC3190792","","10.1074/jbc.M110.193870"
"14594813","Characterization of the protein kinase activity of TRPM7/ChaK1, a protein kinase fused to the transient receptor potential ion channel","Ryazanova LV, Dorovkov MV, Ansari A, Ryazanov AG.","J Biol Chem. 2004 Jan 30;279(5):3708-16. doi: 10.1074/jbc.M308820200. Epub 2003 Oct 30.","Ryazanova LV","J Biol Chem","2004","2003/11/05","","","10.1074/jbc.M308820200"
