PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"19634919","Small molecule inhibitors of yeast pre-mRNA splicing","Aukema KG, Chohan KK, Plourde GL, Reimer KB, Rader SD.","ACS Chem Biol. 2009 Sep 18;4(9):759-68. doi: 10.1021/cb900090z.","Aukema KG","ACS Chem Biol","2009","2009/07/29","","","10.1021/cb900090z"
"35662328","The evolution of pre-mRNA splicing and its machinery revealed by reduced extremophilic red algae","Wong DK, Grisdale CJ, Slat VA, Rader SD, Fast NM.","J Eukaryot Microbiol. 2023 Jan;70(1):e12927. doi: 10.1111/jeu.12927. Epub 2022 Jun 19.","Wong DK","J Eukaryot Microbiol","2023","2022/06/06","","","10.1111/jeu.12927"
"18778257","Plasmid sonication improves sequencing efficiency and quality in the Beckman Coulter CEQ system","Thompson M, Aukema K, O'Bryan D, Rader S, Murray B.","Biotechniques. 2008 Sep;45(3):327-9. doi: 10.2144/000112902.","Thompson M","Biotechniques","2008","2008/09/10","","","10.2144/000112902"
"28325844","The sole LSm complex in Cyanidioschyzon merolae associates with pre-mRNA splicing and mRNA degradation factors","Reimer KA, Stark MR, Aguilar LC, Stark SR, Burke RD, Moore J, Fahlman RP, Yip CK, Kuroiwa H, Oeffinger M, Rader SD.","RNA. 2017 Jun;23(6):952-967. doi: 10.1261/rna.058487.116. Epub 2017 Mar 21.","Reimer KA","RNA","2017","2017/03/23","PMC5435867","","10.1261/rna.058487.116"
"19932678","Endoribonuclease activity of human apurinic/apyrimidinic endonuclease 1 revealed by a real-time fluorometric assay","Kim SE, Gorrell A, Rader SD, Lee CH.","Anal Biochem. 2010 Mar 1;398(1):69-75. doi: 10.1016/j.ab.2009.11.024. Epub 2009 Nov 22.","Kim SE","Anal Biochem","2010","2009/11/26","","","10.1016/j.ab.2009.11.024"
"16983143","An RNA ligase-mediated method for the efficient creation of large, synthetic RNAs","Stark MR, Pleiss JA, Deras M, Scaringe SA, Rader SD.","RNA. 2006 Nov;12(11):2014-9. doi: 10.1261/rna.93506. Epub 2006 Sep 18.","Stark MR","RNA","2006","2006/09/20","PMC1624903","","10.1261/rna.93506"
"12578909","Targeting of U4/U6 small nuclear RNP assembly factor SART3/p110 to Cajal bodies","Stanĕk D, Rader SD, Klingauf M, Neugebauer KM.","J Cell Biol. 2003 Feb 17;160(4):505-16. doi: 10.1083/jcb.200210087. Epub 2003 Feb 10.","Stanĕk D","J Cell Biol","2003","2003/02/13","PMC2173746","","10.1083/jcb.200210087"
"12458792","A conserved Lsm-interaction motif in Prp24 required for efficient U4/U6 di-snRNP formation","Rader SD, Guthrie C.","RNA. 2002 Nov;8(11):1378-92. doi: 10.1017/s1355838202020010.","Rader SD","RNA","2002","2002/12/03","PMC1370345","","10.1017/s1355838202020010"
"22411955","In vitro reconstitution of yeast splicing with U4 snRNA reveals multiple roles for the 3' stem-loop","Hayduk AJ, Stark MR, Rader SD.","RNA. 2012 May;18(5):1075-90. doi: 10.1261/rna.031757.111. Epub 2012 Mar 12.","Hayduk AJ","RNA","2012","2012/03/14","PMC3334694","","10.1261/rna.031757.111"
"24549666","Complementation of U4 snRNA in S. cerevisiae splicing extracts for biochemical studies of snRNP assembly and function","Stark MR, Rader SD.","Methods Mol Biol. 2014;1126:193-204. doi: 10.1007/978-1-62703-980-2_15.","Stark MR","Methods Mol Biol","2014","2014/02/20","","","10.1007/978-1-62703-980-2_15"
