PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22817902","Snapshot: endogenous RNAi [corrected] pathways","Flamand M, Duchaine TF.","Cell. 2012 Jul 20;150(2):442-442.e1. doi: 10.1016/j.cell.2012.07.006.","Flamand M","Cell","2012","2012/07/24","","","10.1016/j.cell.2012.07.006"
"22863015","SnapShot: endogenous RNAi machinery and mechanisms","Flamand M, Duchaine TF.","Cell. 2012 Aug 3;150(3):662-662.e2. doi: 10.1016/j.cell.2012.07.016.","Flamand M","Cell","2012","2012/08/07","","","10.1016/j.cell.2012.07.016"
"28487484","Cap-binding protein 4EHP effects translation silencing by microRNAs","Chapat C, Jafarnejad SM, Matta-Camacho E, Hesketh GG, Gelbart IA, Attig J, Gkogkas CG, Alain T, Stern-Ginossar N, Fabian MR, Gingras AC, Duchaine TF, Sonenberg N.","Proc Natl Acad Sci U S A. 2017 May 23;114(21):5425-5430. doi: 10.1073/pnas.1701488114. Epub 2017 May 9.","Chapat C","Proc Natl Acad Sci U S A","2017","2017/05/11","PMC5448183","","10.1073/pnas.1701488114"
"35993810","Distinct, opposing functions for CFIm59 and CFIm68 in mRNA alternative polyadenylation of Pten and in the PI3K/Akt signalling cascade","Tseng HW, Mota-Sydor A, Leventis R, Jovanovic P, Topisirovic I, Duchaine TF.","Nucleic Acids Res. 2022 Sep 9;50(16):9397-9412. doi: 10.1093/nar/gkac704.","Tseng HW","Nucleic Acids Res","2022","2022/08/22","PMC9458458","","10.1093/nar/gkac704"
"28204614","A continuum of mRNP complexes in embryonic microRNA-mediated silencing","Wu E, Vashisht AA, Chapat C, Flamand MN, Cohen E, Sarov M, Tabach Y, Sonenberg N, Wohlschlegel J, Duchaine TF.","Nucleic Acids Res. 2017 Feb 28;45(4):2081-2098. doi: 10.1093/nar/gkw872.","Wu E","Nucleic Acids Res","2017","2017/02/17","PMC5389717","","10.1093/nar/gkw872"
"30053103","Alternative polyadenylation confers Pten mRNAs stability and resistance to microRNAs","Thivierge C, Tseng HW, Mayya VK, Lussier C, Gravel SP, Duchaine TF.","Nucleic Acids Res. 2018 Nov 2;46(19):10340-10352. doi: 10.1093/nar/gky666.","Thivierge C","Nucleic Acids Res","2018","2018/07/28","PMC6212768","","10.1093/nar/gky666"
"31253575","Oncogenic Biogenesis of pri-miR-17∼92 Reveals Hierarchy and Competition among Polycistronic MicroRNAs","Donayo AO, Johnson RM, Tseng HW, Izreig S, Gariepy A, Mayya VK, Wu E, Alam R, Lussier C, Jones RG, Duchaine TF.","Mol Cell. 2019 Jul 25;75(2):340-356.e10. doi: 10.1016/j.molcel.2019.05.033. Epub 2019 Jun 26.","Donayo AO","Mol Cell","2019","2019/06/30","","","10.1016/j.molcel.2019.05.033"
"21528457","Cell-free microRNA-mediated translation repression in Caenorhabditis elegans","Wu E, Duchaine TF.","Methods Mol Biol. 2011;725:219-32. doi: 10.1007/978-1-61779-046-1_15.","Wu E","Methods Mol Biol","2011","2011/04/30","","","10.1007/978-1-61779-046-1_15"
"32478334","Repression of LKB1 by miR-17∼92 Sensitizes MYC-Dependent Lymphoma to Biguanide Treatment","Izreig S, Gariepy A, Kaymak I, Bridges HR, Donayo AO, Bridon G, DeCamp LM, Kitchen-Goosen SM, Avizonis D, Sheldon RD, Laister RC, Minden MD, Johnson NA, Duchaine TF, Rudoltz MS, Yoo S, Pollak MN, Williams KS, Jones RG.","Cell Rep Med. 2020 May 19;1(2):100014. doi: 10.1016/j.xcrm.2020.100014.","Izreig S","Cell Rep Med","2020","2020/06/02","PMC7249503","","10.1016/j.xcrm.2020.100014"
"20075165","Multimerization of Staufen1 in live cells","Martel C, Dugré-Brisson S, Boulay K, Breton B, Lapointe G, Armando S, Trépanier V, Duchaîne T, Bouvier M, Desgroseillers L.","RNA. 2010 Mar;16(3):585-97. doi: 10.1261/rna.1664210. Epub 2010 Jan 14.","Martel C","RNA","2010","2010/01/16","PMC2822923","","10.1261/rna.1664210"
"28482037","A non-canonical site reveals the cooperative mechanisms of microRNA-mediated silencing","Flamand MN, Gan HH, Mayya VK, Gunsalus KC, Duchaine TF.","Nucleic Acids Res. 2017 Jul 7;45(12):7212-7225. doi: 10.1093/nar/gkx340.","Flamand MN","Nucleic Acids Res","2017","2017/05/09","PMC5499589","","10.1093/nar/gkx340"
"32619492","Naive Human Embryonic Stem Cells Can Give Rise to Cells with a Trophoblast-like Transcriptome and Methylome","Cinkornpumin JK, Kwon SY, Guo Y, Hossain I, Sirois J, Russett CS, Tseng HW, Okae H, Arima T, Duchaine TF, Liu W, Pastor WA.","Stem Cell Reports. 2020 Jul 14;15(1):198-213. doi: 10.1016/j.stemcr.2020.06.003. Epub 2020 Jul 2.","Cinkornpumin JK","Stem Cell Reports","2020","2020/07/04","PMC7363941","","10.1016/j.stemcr.2020.06.003"
"27498867","The miR-17∼92 microRNA Cluster Is a Global Regulator of Tumor Metabolism","Izreig S, Samborska B, Johnson RM, Sergushichev A, Ma EH, Lussier C, Loginicheva E, Donayo AO, Poffenberger MC, Sagan SM, Vincent EE, Artyomov MN, Duchaine TF, Jones RG.","Cell Rep. 2016 Aug 16;16(7):1915-28. doi: 10.1016/j.celrep.2016.07.036. Epub 2016 Aug 4.","Izreig S","Cell Rep","2016","2016/08/09","","","10.1016/j.celrep.2016.07.036"
"25035296","Human DDX6 effects miRNA-mediated gene silencing via direct binding to CNOT1","Rouya C, Siddiqui N, Morita M, Duchaine TF, Fabian MR, Sonenberg N.","RNA. 2014 Sep;20(9):1398-409. doi: 10.1261/rna.045302.114. Epub 2014 Jul 17.","Rouya C","RNA","2014","2014/07/19","PMC4138323","","10.1261/rna.045302.114"
"21095586","Pervasive and cooperative deadenylation of 3'UTRs by embryonic microRNA families","Wu E, Thivierge C, Flamand M, Mathonnet G, Vashisht AA, Wohlschlegel J, Fabian MR, Sonenberg N, Duchaine TF.","Mol Cell. 2010 Nov 24;40(4):558-70. doi: 10.1016/j.molcel.2010.11.003.","Wu E","Mol Cell","2010","2010/11/25","PMC3698950","NIHMS479648","10.1016/j.molcel.2010.11.003"
"22179787","Tudor domain ERI-5 tethers an RNA-dependent RNA polymerase to DCR-1 to potentiate endo-RNAi","Thivierge C, Makil N, Flamand M, Vasale JJ, Mello CC, Wohlschlegel J, Conte D Jr, Duchaine TF.","Nat Struct Mol Biol. 2011 Dec 18;19(1):90-7. doi: 10.1038/nsmb.2186.","Thivierge C","Nat Struct Mol Biol","2011","2011/12/20","PMC3684169","NIHMS480197","10.1038/nsmb.2186"
"26227970","On the availability of microRNA-induced silencing complexes, saturation of microRNA-binding sites and stoichiometry","Mayya VK, Duchaine TF.","Nucleic Acids Res. 2015 Sep 3;43(15):7556-65. doi: 10.1093/nar/gkv720. Epub 2015 Jul 30.","Mayya VK","Nucleic Acids Res","2015","2015/08/01","PMC4551941","","10.1093/nar/gkv720"
"19716330","Mammalian miRNA RISC recruits CAF1 and PABP to affect PABP-dependent deadenylation","Fabian MR, Mathonnet G, Sundermeier T, Mathys H, Zipprich JT, Svitkin YV, Rivas F, Jinek M, Wohlschlegel J, Doudna JA, Chen CY, Shyu AB, Yates JR 3rd, Hannon GJ, Filipowicz W, Duchaine TF, Sonenberg N.","Mol Cell. 2009 Sep 24;35(6):868-80. doi: 10.1016/j.molcel.2009.08.004. Epub 2009 Aug 27.","Fabian MR","Mol Cell","2009","2009/09/01","PMC2803087","NIHMS162970","10.1016/j.molcel.2009.08.004"
"23933256","A truncated form of dicer tilts the balance of RNA interference pathways","Sawh AN, Duchaine TF.","Cell Rep. 2013 Aug 15;4(3):454-63. doi: 10.1016/j.celrep.2013.07.013. Epub 2013 Aug 8.","Sawh AN","Cell Rep","2013","2013/08/13","","","10.1016/j.celrep.2013.07.013"
"21984185","miRNA-mediated deadenylation is orchestrated by GW182 through two conserved motifs that interact with CCR4-NOT","Fabian MR, Cieplak MK, Frank F, Morita M, Green J, Srikumar T, Nagar B, Yamamoto T, Raught B, Duchaine TF, Sonenberg N.","Nat Struct Mol Biol. 2011 Oct 7;18(11):1211-7. doi: 10.1038/nsmb.2149.","Fabian MR","Nat Struct Mol Biol","2011","2011/10/11","","","10.1038/nsmb.2149"
"17656684","MicroRNA inhibition of translation initiation in vitro by targeting the cap-binding complex eIF4F","Mathonnet G, Fabian MR, Svitkin YV, Parsyan A, Huck L, Murata T, Biffo S, Merrick WC, Darzynkiewicz E, Pillai RS, Filipowicz W, Duchaine TF, Sonenberg N.","Science. 2007 Sep 21;317(5845):1764-7. doi: 10.1126/science.1146067. Epub 2007 Jul 26.","Mathonnet G","Science","2007","2007/07/28","","","10.1126/science.1146067"
"27095199","Poly(A)-binding proteins are required for microRNA-mediated silencing and to promote target deadenylation in C. elegans","Flamand MN, Wu E, Vashisht A, Jannot G, Keiper BD, Simard MJ, Wohlschlegel J, Duchaine TF.","Nucleic Acids Res. 2016 Jul 8;44(12):5924-35. doi: 10.1093/nar/gkw276. Epub 2016 Apr 19.","Flamand MN","Nucleic Acids Res","2016","2016/04/21","PMC4937315","","10.1093/nar/gkw276"
"30952991","MiR-35 buffers apoptosis thresholds in the C. elegans germline by antagonizing both MAPK and core apoptosis pathways","Tran AT, Chapman EM, Flamand MN, Yu B, Krempel SJ, Duchaine TF, Eroglu M, Derry WB.","Cell Death Differ. 2019 Dec;26(12):2637-2651. doi: 10.1038/s41418-019-0325-6. Epub 2019 Apr 5.","Tran AT","Cell Death Differ","2019","2019/04/07","PMC7224216","","10.1038/s41418-019-0325-6"
"26439621","FLCN and AMPK Confer Resistance to Hyperosmotic Stress via Remodeling of Glycogen Stores","Possik E, Ajisebutu A, Manteghi S, Gingras MC, Vijayaraghavan T, Flamand M, Coull B, Schmeisser K, Duchaine T, van Steensel M, Hall DH, Pause A.","PLoS Genet. 2015 Oct 6;11(10):e1005520. doi: 10.1371/journal.pgen.1005520. eCollection 2015 Oct.","Possik E","PLoS Genet","2015","2015/10/07","PMC4595296","","10.1371/journal.pgen.1005520"
"16439208","Functional proteomics reveals the biochemical niche of C. elegans DCR-1 in multiple small-RNA-mediated pathways","Duchaine TF, Wohlschlegel JA, Kennedy S, Bei Y, Conte D Jr, Pang K, Brownell DR, Harding S, Mitani S, Ruvkun G, Yates JR 3rd, Mello CC.","Cell. 2006 Jan 27;124(2):343-54. doi: 10.1016/j.cell.2005.11.036.","Duchaine TF","Cell","2006","2006/01/28","","","10.1016/j.cell.2005.11.036"
"20354150","Dicer's helicase domain is required for accumulation of some, but not all, C. elegans endogenous siRNAs","Welker NC, Pavelec DM, Nix DA, Duchaine TF, Kennedy S, Bass BL.","RNA. 2010 May;16(5):893-903. doi: 10.1261/rna.2122010. Epub 2010 Mar 30.","Welker NC","RNA","2010","2010/04/01","PMC2856884","","10.1261/rna.2122010"
"20133583","Sequential rounds of RNA-dependent RNA transcription drive endogenous small-RNA biogenesis in the ERGO-1/Argonaute pathway","Vasale JJ, Gu W, Thivierge C, Batista PJ, Claycomb JM, Youngman EM, Duchaine TF, Mello CC, Conte D Jr.","Proc Natl Acad Sci U S A. 2010 Feb 23;107(8):3582-7. doi: 10.1073/pnas.0911908107. Epub 2010 Feb 2.","Vasale JJ","Proc Natl Acad Sci U S A","2010","2010/02/06","PMC2840456","","10.1073/pnas.0911908107"
"12133005","Molecular mapping of the determinants involved in human Staufen-ribosome association","Luo M, Duchaîne TF, DesGroseillers L.","Biochem J. 2002 Aug 1;365(Pt 3):817-24.","Luo M","Biochem J","2002","2002/07/23","PMC1222739","",""
"19797044","Requirement for the ERI/DICER complex in endogenous RNA interference and sperm development in Caenorhabditis elegans","Pavelec DM, Lachowiec J, Duchaine TF, Smith HE, Kennedy S.","Genetics. 2009 Dec;183(4):1283-95. doi: 10.1534/genetics.109.108134. Epub 2009 Sep 21.","Pavelec DM","Genetics","2009","2009/10/03","PMC2787421","","10.1534/genetics.109.108134"
"12140260","Staufen2 isoforms localize to the somatodendritic domain of neurons and interact with different organelles","Duchaîne TF, Hemraj I, Furic L, Deitinghoff A, Kiebler MA, DesGroseillers L.","J Cell Sci. 2002 Aug 15;115(Pt 16):3285-95. doi: 10.1242/jcs.115.16.3285.","Duchaîne TF","J Cell Sci","2002","2002/07/26","","","10.1242/jcs.115.16.3285"
"24316981","Fusion of TTYH1 with the C19MC microRNA cluster drives expression of a brain-specific DNMT3B isoform in the embryonal brain tumor ETMR","Kleinman CL, Gerges N, Papillon-Cavanagh S, Sin-Chan P, Pramatarova A, Quang DA, Adoue V, Busche S, Caron M, Djambazian H, Bemmo A, Fontebasso AM, Spence T, Schwartzentruber J, Albrecht S, Hauser P, Garami M, Klekner A, Bognar L, Montes JL, Staffa A, Montpetit A, Berube P, Zakrzewska M, Zakrzewski K, Liberski PP, Dong Z, Siegel PM, Duchaine T, Perotti C, Fleming A, Faury D, Remke M, Gallo M, Dirks P, Taylor MD, Sladek R, Pastinen T, Chan JA, Huang A, Majewski J, Jabado N.","Nat Genet. 2014 Jan;46(1):39-44. doi: 10.1038/ng.2849. Epub 2013 Dec 8.","Kleinman CL","Nat Genet","2014","2013/12/10","","","10.1038/ng.2849"
