PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"15140238","Lack of BRAF mutations in Spitz nevi","Gill M, Renwick N, Silvers DN, Celebi JT.","J Invest Dermatol. 2004 May;122(5):1325-6. doi: 10.1111/j.0022-202X.2004.22530.x.","Gill M","J Invest Dermatol","2004","2004/05/14","","","10.1111/j.0022-202X.2004.22530.x"
"22885844","Barcoded cDNA library preparation for small RNA profiling by next-generation sequencing","Hafner M, Renwick N, Farazi TA, Mihailović A, Pena JT, Tuschl T.","Methods. 2012 Oct;58(2):164-70. doi: 10.1016/j.ymeth.2012.07.030. Epub 2012 Aug 7.","Hafner M","Methods","2012","2012/08/14","PMC3508525","NIHMS420652","10.1016/j.ymeth.2012.07.030"
"25574843","Dysregulation of microRNA-219 promotes neurodegeneration through post-transcriptional regulation of tau","Santa-Maria I, Alaniz ME, Renwick N, Cela C, Fulga TA, Van Vactor D, Tuschl T, Clark LN, Shelanski ML, McCabe BD, Crary JF.","J Clin Invest. 2015 Feb;125(2):681-6. doi: 10.1172/JCI78421. Epub 2015 Jan 9.","Santa-Maria I","J Clin Invest","2015","2015/01/10","PMC4319412","","10.1172/JCI78421"
"29935234","MicroRNA-206 suppresses TGF-β signalling to limit tumor growth and metastasis in lung adenocarcinoma","Watt K, Newsted D, Voorand E, Gooding RJ, Majewski A, Truesdell P, Yao B, Tuschl T, Renwick N, Craig AW.","Cell Signal. 2018 Oct;50:25-36. doi: 10.1016/j.cellsig.2018.06.008. Epub 2018 Jun 20.","Watt K","Cell Signal","2018","2018/06/24","","","10.1016/j.cellsig.2018.06.008"
"22836126","Bioinformatic analysis of barcoded cDNA libraries for small RNA profiling by next-generation sequencing","Farazi TA, Brown M, Morozov P, Ten Hoeve JJ, Ben-Dov IZ, Hovestadt V, Hafner M, Renwick N, Mihailović A, Wessels LF, Tuschl T.","Methods. 2012 Oct;58(2):171-87. doi: 10.1016/j.ymeth.2012.07.020. Epub 2012 Jul 23.","Farazi TA","Methods","2012","2012/07/28","PMC3597438","NIHMS417464","10.1016/j.ymeth.2012.07.020"
"16704825","MassTag polymerase chain reaction for differential diagnosis of viral hemorrhagic fever","Palacios G, Briese T, Kapoor V, Jabado O, Liu Z, Venter M, Zhai J, Renwick N, Grolla A, Geisbert TW, Drosten C, Towner J, Ju J, Paweska J, Nichol ST, Swanepoel R, Feldmann H, Jahrling PB, Lipkin WI.","Emerg Infect Dis. 2006 Apr;12(4):692-5. doi: 10.3201/eid1204.051515.","Palacios G","Emerg Infect Dis","2006","2006/05/18","PMC3294712","","10.3201/eid1204.051515"
"15752453","Diagnostic system for rapid and sensitive differential detection of pathogens","Briese T, Palacios G, Kokoris M, Jabado O, Liu Z, Renwick N, Kapoor V, Casas I, Pozo F, Limberger R, Perez-Brena P, Ju J, Lipkin WI.","Emerg Infect Dis. 2005 Feb;11(2):310-3. doi: 10.3201/eid1102.040492.","Briese T","Emerg Infect Dis","2005","2005/03/09","PMC3320438","","10.3201/eid1102.040492"
"17370518","Panmicrobial oligonucleotide array for diagnosis of infectious diseases","Palacios G, Quan PL, Jabado OJ, Conlan S, Hirschberg DL, Liu Y, Zhai J, Renwick N, Hui J, Hegyi H, Grolla A, Strong JE, Towner JS, Geisbert TW, Jahrling PB, Büchen-Osmond C, Ellerbrok H, Sanchez-Seco MP, Lussier Y, Formenty P, Nichol MS, Feldmann H, Briese T, Lipkin WI.","Emerg Infect Dis. 2007 Jan;13(1):73-81. doi: 10.3201/eid1301.060837.","Palacios G","Emerg Infect Dis","2007","2007/03/21","PMC2725825","","10.3201/eid1301.060837"
"21584988","Millennium Development Goal 1: poverty, hunger and decent work in Southeast Asia","Renwick N.","Third World Q. 2011;32(1):65-89. doi: 10.1080/01436597.2011.543814.","Renwick N","Third World Q","2011","2011/05/19","","","10.1080/01436597.2011.543814"
"21775473","RNA-ligase-dependent biases in miRNA representation in deep-sequenced small RNA cDNA libraries","Hafner M, Renwick N, Brown M, Mihailović A, Holoch D, Lin C, Pena JT, Nusbaum JD, Morozov P, Ludwig J, Ojo T, Luo S, Schroth G, Tuschl T.","RNA. 2011 Sep;17(9):1697-712. doi: 10.1261/rna.2799511. Epub 2011 Jul 20.","Hafner M","RNA","2011","2011/07/22","PMC3162335","","10.1261/rna.2799511"
"27106293","Genetic fitness and selection intensity in a population affected with high-incidence spinocerebellar ataxia type 1","Platonov FA, Tyryshkin K, Tikhonov DG, Neustroyeva TS, Sivtseva TM, Yakovleva NV, Nikolaev VP, Sidorova OG, Kononova SK, Goldfarb LG, Renwick NM.","Neurogenetics. 2016 Jul;17(3):179-85. doi: 10.1007/s10048-016-0481-5. Epub 2016 Apr 22.","Platonov FA","Neurogenetics","2016","2016/04/24","PMC5262524","NIHMS841308","10.1007/s10048-016-0481-5"
"17553978","Detection of respiratory viruses and subtype identification of influenza A viruses by GreeneChipResp oligonucleotide microarray","Quan PL, Palacios G, Jabado OJ, Conlan S, Hirschberg DL, Pozo F, Jack PJ, Cisterna D, Renwick N, Hui J, Drysdale A, Amos-Ritchie R, Baumeister E, Savy V, Lager KM, Richt JA, Boyle DB, García-Sastre A, Casas I, Perez-Breña P, Briese T, Lipkin WI.","J Clin Microbiol. 2007 Aug;45(8):2359-64. doi: 10.1128/JCM.00737-07. Epub 2007 Jun 6.","Quan PL","J Clin Microbiol","2007","2007/06/08","PMC1951265","","10.1128/JCM.00737-07"
"17135211","Greene SCPrimer: a rapid comprehensive tool for designing degenerate primers from multiple sequence alignments","Jabado OJ, Palacios G, Kapoor V, Hui J, Renwick N, Zhai J, Briese T, Lipkin WI.","Nucleic Acids Res. 2006;34(22):6605-11. doi: 10.1093/nar/gkl966. Epub 2006 Nov 28.","Jabado OJ","Nucleic Acids Res","2006","2006/12/01","PMC1747188","","10.1093/nar/gkl966"
"26517984","Adult-onset autosomal dominant spastic paraplegia linked to a GTPase-effector domain mutation of dynamin 2","Sambuughin N, Goldfarb LG, Sivtseva TM, Davydova TK, Vladimirtsev VA, Osakovskiy VL, Danilova AP, Nikitina RS, Ylakhova AN, Diachkovskaya MP, Sundborger AC, Renwick NM, Platonov FA, Hinshaw JE, Toro C.","BMC Neurol. 2015 Oct 30;15:223. doi: 10.1186/s12883-015-0481-3.","Sambuughin N","BMC Neurol","2015","2015/11/01","PMC4628244","","10.1186/s12883-015-0481-3"
"18190255","A recently identified rhinovirus genotype is associated with severe respiratory-tract infection in children in Germany","Renwick N, Schweiger B, Kapoor V, Liu Z, Villari J, Bullmann R, Miething R, Briese T, Lipkin WI.","J Infect Dis. 2007 Dec 15;196(12):1754-60. doi: 10.1086/524312.","Renwick N","J Infect Dis","2007","2008/01/15","PMC7109967","","10.1086/524312"
"26013143","miR-375 gene dosage in pancreatic β-cells: implications for regulation of β-cell mass and biomarker development","Latreille M, Herrmanns K, Renwick N, Tuschl T, Malecki MT, McCarthy MI, Owen KR, Rülicke T, Stoffel M.","J Mol Med (Berl). 2015 Oct;93(10):1159-69. doi: 10.1007/s00109-015-1296-9. Epub 2015 May 28.","Latreille M","J Mol Med (Berl)","2015","2015/05/28","PMC4589563","","10.1007/s00109-015-1296-9"
"15503312","Genetic similarities between Spitz nevus and Spitzoid melanoma in children","Gill M, Cohen J, Renwick N, Mones JM, Silvers DN, Celebi JT.","Cancer. 2004 Dec 1;101(11):2636-40. doi: 10.1002/cncr.20680.","Gill M","Cancer","2004","2004/10/27","","","10.1002/cncr.20680"
"26205579","Unique microRNAs appear at different times during the course of a delayed-type hypersensitivity reaction in human skin","Gulati N, Løvendorf MB, Zibert JR, Akat KM, Renwick N, Tuschl T, Krueger JG.","Exp Dermatol. 2015 Dec;24(12):953-7. doi: 10.1111/exd.12813. Epub 2015 Aug 27.","Gulati N","Exp Dermatol","2015","2015/07/25","PMC4701645","NIHMS709972","10.1111/exd.12813"
"23418963","MicroRNAs miR-26a, miR-26b, and miR-29b accelerate osteogenic differentiation of unrestricted somatic stem cells from human cord blood","Trompeter HI, Dreesen J, Hermann E, Iwaniuk KM, Hafner M, Renwick N, Tuschl T, Wernet P.","BMC Genomics. 2013 Feb 19;14:111. doi: 10.1186/1471-2164-14-111.","Trompeter HI","BMC Genomics","2013","2013/02/20","PMC3637629","","10.1186/1471-2164-14-111"
"17054069","MassTag polymerase-chain-reaction detection of respiratory pathogens, including a new rhinovirus genotype, that caused influenza-like illness in New York State during 2004-2005","Lamson D, Renwick N, Kapoor V, Liu Z, Palacios G, Ju J, Dean A, St George K, Briese T, Lipkin WI.","J Infect Dis. 2006 Nov 15;194(10):1398-402. doi: 10.1086/508551. Epub 2006 Oct 6.","Lamson D","J Infect Dis","2006","2006/10/21","PMC7110122","","10.1086/508551"
"12085330","Risk factors for human herpesvirus 8 infection in a cohort of drug users in the Netherlands, 1985-1996","Renwick N, Dukers NH, Weverling GJ, Sheldon JA, Schulz TF, Prins M, Coutinho RA, Goudsmit J.","J Infect Dis. 2002 Jun 15;185(12):1808-12. doi: 10.1086/340817. Epub 2002 May 31.","Renwick N","J Infect Dis","2002","2002/06/27","","","10.1086/340817"
"21283765","MicroRNAs MiR-17, MiR-20a, and MiR-106b act in concert to modulate E2F activity on cell cycle arrest during neuronal lineage differentiation of USSC","Trompeter HI, Abbad H, Iwaniuk KM, Hafner M, Renwick N, Tuschl T, Schira J, Müller HW, Wernet P.","PLoS One. 2011 Jan 20;6(1):e16138. doi: 10.1371/journal.pone.0016138.","Trompeter HI","PLoS One","2011","2011/02/02","PMC3024412","","10.1371/journal.pone.0016138"
"15788125","Severe acute respiratory syndrome coronavirus persistence in Vero cells","Palacios G, Jabado O, Renwick N, Briese T, Lipkin WI.","Chin Med J (Engl). 2005 Mar 20;118(6):451-9.","Palacios G","Chin Med J (Engl)","2005","2005/03/25","","",""
"12167275","Vascular endothelial growth factor levels in serum do not increase following HIV type 1 and HHV8 seroconversion and lack correlation with AIDS-related Kaposi's sarcoma","Renwick N, Weverling GJ, Brouwer J, Bakker M, Schulz TF, Goudsmit J.","AIDS Res Hum Retroviruses. 2002 Jul 1;18(10):695-8. doi: 10.1089/088922202760072302.","Renwick N","AIDS Res Hum Retroviruses","2002","2002/08/09","","","10.1089/088922202760072302"
"18252102","Family clustering of Viliuisk encephalomyelitis in traditional and new geographic regions","Vladimirtsev VA, Nikitina RS, Renwick N, Ivanova AA, Danilova AP, Platonov FA, Krivoshapkin VG, McLean CA, Masters CL, Gajdusek DC, Goldfarb LG.","Emerg Infect Dis. 2007 Sep;13(9):1321-6. doi: 10.3201/eid1309.061585.","Vladimirtsev VA","Emerg Infect Dis","2007","2008/02/07","PMC2857279","","10.3201/eid1309.061585"
